,genre,subset,train_accuracy,test_accuracy,train_weighted_f1,train_weighted_precision,train_weighted_recall,test_weighted_f1,test_weighted_precision,test_weighted_recall,classifier,representation,segmentation
0,responsory,full,0.9632263307598538,0.9255571360834519,0.9631588742834034,0.9633884305665397,0.9632263307598538,0.9253961319027609,0.9258790381383524,0.9255571360834519,linear_svc,pitch,neumes
1,responsory,full,0.9760260056887444,0.939307728781413,0.9760153978761732,0.976074047083199,0.9760260056887444,0.9391410431026379,0.9393401352275198,0.939307728781413,linear_svc,pitch,syllables
2,responsory,full,0.9811052417716375,0.9084874348032242,0.9810897299258073,0.9811657829432907,0.9811052417716375,0.9080718257550788,0.9087720553025354,0.9084874348032242,linear_svc,pitch,words
3,responsory,full,0.8681430312880942,0.8729255571360834,0.8677111315598565,0.8683817854416224,0.8681430312880942,0.8725356985228765,0.8726550262254144,0.8729255571360834,linear_svc,pitch,1-mer
4,responsory,full,0.9295002031694433,0.9099099099099099,0.9292950566341046,0.92959601677951,0.9295002031694433,0.9096463259167784,0.9099362429616698,0.9099099099099099,linear_svc,pitch,2-mer
5,responsory,full,0.9616009752133279,0.9231863442389758,0.9615579517903383,0.961635181568218,0.9616009752133279,0.9229033629497784,0.9233974043774464,0.9231863442389758,linear_svc,pitch,3-mer
6,responsory,full,0.9847622917513206,0.9217638691322901,0.984760231103468,0.9847704943937827,0.9847622917513206,0.9212665860673642,0.9216657829837531,0.9217638691322901,linear_svc,pitch,4-mer
7,responsory,full,0.9973587972368956,0.908013276434329,0.9973588817931865,0.9973603910299743,0.9973587972368956,0.907502019638238,0.9080747567633192,0.908013276434329,linear_svc,pitch,5-mer
8,responsory,full,0.9886225111743194,0.8847795163584637,0.9886187000913124,0.9886423199377565,0.9886225111743194,0.8834129454937867,0.8855411404170705,0.8847795163584637,linear_svc,pitch,6-mer
9,responsory,full,0.9833401056481105,0.8558558558558559,0.983322095234767,0.9835510375706693,0.9833401056481105,0.8533134804994902,0.8570903819973923,0.8558558558558559,linear_svc,pitch,7-mer
10,responsory,full,0.9654611946363267,0.8264580369843528,0.9656609447247534,0.9669882697027351,0.9654611946363267,0.823041700268608,0.8290928023990642,0.8264580369843528,linear_svc,pitch,8-mer
11,responsory,full,0.9288906948394962,0.7942152678994784,0.929588314280028,0.9364867734312736,0.9288906948394962,0.7902821743201144,0.8048040712093818,0.7942152678994784,linear_svc,pitch,9-mer
12,responsory,full,0.8965867533522958,0.7643432906590801,0.8973828408919846,0.9108149891587893,0.8965867533522958,0.7607201867364342,0.7803564266870706,0.7643432906590801,linear_svc,pitch,10-mer
13,responsory,full,0.9016659894351889,0.7406353722143196,0.9051781342851878,0.9212965746544505,0.9016659894351889,0.7413081663099303,0.7675766511306449,0.7406353722143196,linear_svc,pitch,11-mer
14,responsory,full,0.8744412840308817,0.7140825035561877,0.8778942157322526,0.8989423396243894,0.8744412840308817,0.7142614829887629,0.7515640911652427,0.7140825035561877,linear_svc,pitch,12-mer
15,responsory,full,0.8754571312474604,0.6889521100047415,0.8802989868699179,0.9044442939722376,0.8754571312474604,0.6902794711931046,0.7355428274949009,0.6889521100047415,linear_svc,pitch,13-mer
16,responsory,full,0.8699715562779358,0.6709340919867236,0.8749428686756462,0.8999384115530211,0.8699715562779358,0.6704239251107524,0.7221601569534021,0.6709340919867236,linear_svc,pitch,14-mer
17,responsory,full,0.8783015034538806,0.6386913229018493,0.8834313001172136,0.9089019467075111,0.8783015034538806,0.6364354297466407,0.7226343403915345,0.6386913229018493,linear_svc,pitch,15-mer
18,responsory,full,0.8583908980089394,0.6178283546704599,0.8646825371411514,0.8976680150370113,0.8583908980089394,0.622853456709105,0.7041180106558353,0.6178283546704599,linear_svc,pitch,16-mer
19,responsory,full,0.9973587972368956,0.8525367472735894,0.9973586011296641,0.9973623822214919,0.9973587972368956,0.8509099405324974,0.8518605608693848,0.8525367472735894,linear_svc,pitch,poisson-3
20,responsory,full,0.9930922389272654,0.7913703176861071,0.9930951271344398,0.9931121890329148,0.9930922389272654,0.7869127459764697,0.7919484502476705,0.7913703176861071,linear_svc,pitch,poisson-5
21,responsory,full,0.9616009752133279,0.7093409198672357,0.9614356689216478,0.9622585156197471,0.9616009752133279,0.6993041546394382,0.7047562900844471,0.7093409198672357,linear_svc,pitch,poisson-7
22,responsory,full,0.980089394555059,0.8729255571360834,0.980072261605027,0.9801604531756392,0.980089394555059,0.8709374615102294,0.8727885620661264,0.8729255571360834,linear_svc,interval-dependent,neumes
23,responsory,full,0.9788703778951645,0.8852536747273589,0.9788609242643598,0.9789610779439104,0.9788703778951645,0.8835639674610777,0.8863059304914768,0.8852536747273589,linear_svc,interval-dependent,syllables
24,responsory,full,0.9762291751320601,0.8752963489805595,0.9761725479538977,0.9763843982510524,0.9762291751320601,0.8735949896561626,0.8761301608585021,0.8752963489805595,linear_svc,interval-dependent,words
25,responsory,full,0.5664364079642422,0.5694642010431484,0.545034065854779,0.552991382603442,0.5664364079642422,0.547494501189529,0.5723777100210153,0.5694642010431484,linear_svc,interval-dependent,1-mer
26,responsory,full,0.8080048760666396,0.7558084400189663,0.8063432949532604,0.8090725644726724,0.8080048760666396,0.7516420761388913,0.7522526214453109,0.7558084400189663,linear_svc,interval-dependent,2-mer
27,responsory,full,0.9425030475416497,0.8141299193930773,0.9424665185068161,0.9426804910860438,0.9425030475416497,0.811909443522769,0.813403519558769,0.8141299193930773,linear_svc,interval-dependent,3-mer
28,responsory,full,0.9906542056074766,0.8430535798956852,0.9906536093544888,0.99068096913232,0.9906542056074766,0.8410220783997998,0.8436472029231443,0.8430535798956852,linear_svc,interval-dependent,4-mer
29,responsory,full,0.9939049167005283,0.8387861545756282,0.9939064513053287,0.9939230438281939,0.9939049167005283,0.8344137782029323,0.8407469928679925,0.8387861545756282,linear_svc,interval-dependent,5-mer
30,responsory,full,0.9930922389272654,0.8406827880512091,0.9930944243693975,0.9931172672763896,0.9930922389272654,0.8367467916101572,0.841083458575476,0.8406827880512091,linear_svc,interval-dependent,6-mer
31,responsory,full,0.9847622917513206,0.8117591275486012,0.9847661254183143,0.9848779265709144,0.9847622917513206,0.8069969688359075,0.8155560016381697,0.8117591275486012,linear_svc,interval-dependent,7-mer
32,responsory,full,0.9713531084924827,0.7927927927927928,0.9716471826071446,0.9733205527957187,0.9713531084924827,0.7891485876934701,0.7938264716536699,0.7927927927927928,linear_svc,interval-dependent,8-mer
33,responsory,full,0.9181227143437627,0.7553342816500711,0.918446494937177,0.9254664189739,0.9181227143437627,0.7492348195546253,0.7665567424155684,0.7553342816500711,linear_svc,interval-dependent,9-mer
34,responsory,full,0.9032913449817147,0.7406353722143196,0.9052388069435192,0.9176095997006588,0.9032913449817147,0.7359832650359663,0.7573221751390554,0.7406353722143196,linear_svc,interval-dependent,10-mer
35,responsory,full,0.8720032507110931,0.7093409198672357,0.8733229859749074,0.8915964235674632,0.8720032507110931,0.7026958308448992,0.7396524624080596,0.7093409198672357,linear_svc,interval-dependent,11-mer
36,responsory,full,0.8770824867939861,0.6865813181602656,0.8824399830685861,0.9095573173649606,0.8770824867939861,0.6867997806256575,0.7262269796137754,0.6865813181602656,linear_svc,interval-dependent,12-mer
37,responsory,full,0.8608289313287282,0.6680891417733523,0.86560498986229,0.8903162885597828,0.8608289313287282,0.6660653107485058,0.7136814670597078,0.6680891417733523,linear_svc,interval-dependent,13-mer
38,responsory,full,0.8614384396586753,0.6458036984352774,0.865838356595503,0.8905817209612544,0.8614384396586753,0.6440439461387396,0.6995516090246877,0.6458036984352774,linear_svc,interval-dependent,14-mer
39,responsory,full,0.855749695245835,0.6064485538169748,0.860602426077192,0.8901907687512502,0.855749695245835,0.6052075781277173,0.6926918028988203,0.6064485538169748,linear_svc,interval-dependent,15-mer
40,responsory,full,0.843965867533523,0.5794215267899478,0.8503532135162432,0.886027224623851,0.843965867533523,0.5776583767601202,0.6632203188597618,0.5794215267899478,linear_svc,interval-dependent,16-mer
41,responsory,full,0.9575375863470134,0.6946420104314841,0.957401891645539,0.9582963687808419,0.9575375863470134,0.6824977745833195,0.694102509593015,0.6946420104314841,linear_svc,interval-dependent,poisson-3
42,responsory,full,0.9548963835839089,0.6581318160265529,0.9546027289921787,0.9559711385335545,0.9548963835839089,0.6403544415835081,0.671461286598512,0.6581318160265529,linear_svc,interval-dependent,poisson-5
43,responsory,full,0.9914668833807395,0.5746799431009957,0.9914586119458542,0.9915102875661327,0.9914668833807395,0.5666676381882119,0.5677603180206442,0.5746799431009957,linear_svc,interval-dependent,poisson-7
44,responsory,full,0.8843965867533523,0.7899478425794215,0.8824621233780142,0.8864583892318086,0.8843965867533523,0.7859361108442684,0.7921033580112906,0.7899478425794215,linear_svc,interval-independent,neumes
