id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_weights,param_n_neighbors,param_leaf_size,param_algorithm,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,split2_train_precision_weighted,split3_train_precision_weighted,split4_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,split2_train_recall_weighted,split3_train_recall_weighted,split4_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
14,0.07671804428100586,0.041962841031248165,0.5201116085052491,0.0851780800012878,uniform,16,43,kd_tree,"{'weights': 'uniform', 'n_neighbors': 16, 'leaf_size': 43, 'algorithm': 'kd_tree'}",0.8576329331046312,0.8384879725085911,0.8487972508591065,0.8333333333333334,0.8384879725085911,0.8433478924628506,0.008732547526929174,37,0.8535223367697594,0.8570201803349077,0.8578789179905539,0.8604551309574925,0.8574495491627308,0.8572652230430888,0.0022206014362425347,0.8600068335205141,0.8414444711881566,0.852889515178029,0.8339460460743503,0.8418406578025027,0.8460255047527105,0.009241258872153064,39,0.8551730911020105,0.8581648029816715,0.8585196356754394,0.8626871819085137,0.8590264775331635,0.8587142378401598,0.0023983847515983325,0.8576329331046312,0.8384879725085911,0.8487972508591065,0.8333333333333334,0.8384879725085911,0.8433478924628506,0.008732547526929174,37,0.8535223367697594,0.8570201803349077,0.8578789179905539,0.8604551309574925,0.8574495491627308,0.8572652230430888,0.0022206014362425347,0.8570076541937472,0.8373865791130758,0.8483290505104752,0.8314769450138485,0.838094661847284,0.8424589781356862,0.009071970731066017,32,0.8527632810926288,0.8562457642164069,0.8570256898488596,0.8596767773698238,0.856741260310527,0.8564905545676492,0.0022115030525621197
10,0.06457209587097168,0.04999517791246558,0.48043389320373536,0.08292441877134371,distance,18,24,brute,"{'weights': 'distance', 'n_neighbors': 18, 'leaf_size': 24, 'algorithm': 'brute'}",0.8593481989708405,0.8350515463917526,0.8505154639175257,0.8316151202749141,0.8402061855670103,0.8433473030244087,0.010234661799347525,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8615098064005715,0.8377941644606814,0.8524930990696141,0.8318558205718439,0.8436848048731986,0.8454675390751818,0.010526637962788726,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8593481989708405,0.8350515463917526,0.8505154639175257,0.8316151202749141,0.8402061855670103,0.8433473030244087,0.010234661799347525,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8587446686157822,0.8337343236031585,0.8493429695809569,0.8294938414520887,0.8393842990637126,0.8421400204631398,0.010637409458882596,38,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15,0.03999009132385254,0.0407232854141195,0.15359783172607422,0.02078291013394169,distance,18,63,kd_tree,"{'weights': 'distance', 'n_neighbors': 18, 'leaf_size': 63, 'algorithm': 'kd_tree'}",0.8593481989708405,0.8350515463917526,0.8505154639175257,0.8316151202749141,0.8402061855670103,0.8433473030244087,0.010234661799347525,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8615098064005715,0.8377941644606814,0.8524930990696141,0.8318558205718439,0.8436848048731986,0.8454675390751818,0.010526637962788726,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8593481989708405,0.8350515463917526,0.8505154639175257,0.8316151202749141,0.8402061855670103,0.8433473030244087,0.010234661799347525,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8587446686157822,0.8337343236031585,0.8493429695809569,0.8294938414520887,0.8393842990637126,0.8421400204631398,0.010637409458882596,38,1.0,1.0,1.0,1.0,1.0,1.0,0.0
76,0.04751520156860352,0.05225118627162904,0.665615463256836,0.0912006305493291,distance,28,49,brute,"{'weights': 'distance', 'n_neighbors': 28, 'leaf_size': 49, 'algorithm': 'brute'}",0.8644939965694682,0.8350515463917526,0.8539518900343642,0.8195876288659794,0.8436426116838488,0.8433455347090826,0.015447127884063222,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8660169963559262,0.8403860008375329,0.8573940359296595,0.8198376887138686,0.8465667239681359,0.8460402891610247,0.01579114167045392,38,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8644939965694682,0.8350515463917526,0.8539518900343642,0.8195876288659794,0.8436426116838488,0.8433455347090826,0.015447127884063222,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8631239634351723,0.834028161561734,0.8530493127014528,0.8160389384193335,0.8426554086348448,0.8417791569505073,0.016161817788120484,42,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,0.06432833671569824,0.023649829039629765,0.6680397510528564,0.1135581682920724,uniform,8,70,brute,"{'weights': 'uniform', 'n_neighbors': 8, 'leaf_size': 70, 'algorithm': 'brute'}",0.8576329331046312,0.845360824742268,0.8436426116838488,0.8350515463917526,0.8333333333333334,0.8430042498511667,0.008680223999244086,42,0.863831615120275,0.8656075568913697,0.862601975096608,0.8772005152425933,0.8656075568913697,0.8669698438484431,0.005240325288862638,0.8599532351312899,0.8490280849448918,0.8468209221806826,0.8374797909779021,0.8374282217016625,0.8461420509872857,0.00837262724418591,37,0.8658290405470466,0.8674936134875162,0.8633469278530452,0.8795757811844238,0.8672156790750011,0.8686922084294066,0.005636287420731905,0.8576329331046312,0.845360824742268,0.8436426116838488,0.8350515463917526,0.8333333333333334,0.8430042498511667,0.008680223999244086,42,0.863831615120275,0.8656075568913697,0.862601975096608,0.8772005152425933,0.8656075568913697,0.8669698438484431,0.005240325288862638,0.8570886312766303,0.8447993039432102,0.8436804561960404,0.8337184576574563,0.8328287103674918,0.8424231118881659,0.00883321241837359,35,0.8636919681892878,0.8651507666144997,0.8622436496349851,0.8768405633186166,0.8650979034140045,0.8666049702342787,0.005228001963286525
36,0.04779162406921387,0.024158518391880303,0.5868559837341308,0.06279335363833305,distance,33,23,brute,"{'weights': 'distance', 'n_neighbors': 33, 'leaf_size': 23, 'algorithm': 'brute'}",0.8644939965694682,0.8333333333333334,0.8539518900343642,0.8213058419243986,0.8419243986254296,0.8430018920973987,0.015147102847234908,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8657907985347453,0.8378794163998092,0.8569812547974829,0.8219193994318181,0.8454803503250267,0.8456102438977764,0.015215737589684714,41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8644939965694682,0.8333333333333334,0.8539518900343642,0.8213058419243986,0.8419243986254296,0.8430018920973987,0.015147102847234908,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8627920421480618,0.8318903453846754,0.8528785479433414,0.8175744173000579,0.8406644075387089,0.8411599520629691,0.015796970806172494,43,1.0,1.0,1.0,1.0,1.0,1.0,0.0
63,0.03613524436950684,0.040484990657522056,0.454556941986084,0.07382278682859439,distance,32,62,brute,"{'weights': 'distance', 'n_neighbors': 32, 'leaf_size': 62, 'algorithm': 'brute'}",0.8627787307032591,0.8350515463917526,0.852233676975945,0.8195876288659794,0.8436426116838488,0.8426588389241569,0.01474860678834167,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8642598013450323,0.8400508651039765,0.8557517008909311,0.8191490923345509,0.8471820547441998,0.8452787028837381,0.015386197513774708,45,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8627787307032591,0.8350515463917526,0.852233676975945,0.8195876288659794,0.8436426116838488,0.8426588389241569,0.01474860678834167,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8611925911791737,0.8337171890250583,0.8514190408366239,0.8158425579280694,0.8423083901238833,0.8408959538185616,0.015517030221409454,48,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34,0.06300339698791504,0.039492955215905394,0.23627419471740724,0.02084076517696424,distance,32,16,ball_tree,"{'weights': 'distance', 'n_neighbors': 32, 'leaf_size': 16, 'algorithm': 'ball_tree'}",0.8627787307032591,0.8350515463917526,0.852233676975945,0.8195876288659794,0.8436426116838488,0.8426588389241569,0.01474860678834167,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8642598013450323,0.8400508651039765,0.8557517008909311,0.8191490923345509,0.8471820547441998,0.8452787028837381,0.015386197513774708,45,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8627787307032591,0.8350515463917526,0.852233676975945,0.8195876288659794,0.8436426116838488,0.8426588389241569,0.01474860678834167,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8611925911791737,0.8337171890250583,0.8514190408366239,0.8158425579280694,0.8423083901238833,0.8408959538185616,0.015517030221409454,48,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16,0.023688030242919923,0.01756611242950993,0.34195833206176757,0.059592047490705576,uniform,22,85,kd_tree,"{'weights': 'uniform', 'n_neighbors': 22, 'leaf_size': 85, 'algorithm': 'kd_tree'}",0.8610634648370498,0.8333333333333334,0.8539518900343642,0.8247422680412371,0.8384879725085911,0.8423157857509149,0.013349453354775186,46,0.8500859106529209,0.8510090167453843,0.8510090167453843,0.8527264920566767,0.8527264920566767,0.8515113856514086,0.0010478258594862695,0.8627535130885708,0.8383188400098682,0.8571268531188119,0.8254854141558737,0.8420514402669137,0.8451472121280077,0.013388729592304265,48,0.8522175484817437,0.8524507337310389,0.8525113430943164,0.8563772802407753,0.8548673866164556,0.8536848584328659,0.0016553373443997975,0.8610634648370498,0.8333333333333334,0.8539518900343642,0.8247422680412371,0.8384879725085911,0.8423157857509149,0.013349453354775186,46,0.8500859106529209,0.8510090167453843,0.8510090167453843,0.8527264920566767,0.8527264920566767,0.8515113856514086,0.0010478258594862695,0.8598948154001755,0.8322035715467752,0.8533433022500735,0.8217058778147278,0.837513491317535,0.8409322116658574,0.01393660095129347,44,0.8492070819917933,0.8500124002665789,0.8498463199251868,0.8518097774099463,0.8517048455546651,0.850516085029634,0.001049053301743596
64,0.022509431838989256,0.0246423147970169,0.8881391525268555,0.2350473063718795,uniform,22,30,brute,"{'weights': 'uniform', 'n_neighbors': 22, 'leaf_size': 30, 'algorithm': 'brute'}",0.8610634648370498,0.8333333333333334,0.8539518900343642,0.8247422680412371,0.8384879725085911,0.8423157857509149,0.013349453354775186,46,0.8500859106529209,0.8510090167453843,0.8510090167453843,0.8527264920566767,0.8527264920566767,0.8515113856514086,0.0010478258594862695,0.8627535130885708,0.8383188400098682,0.8571268531188119,0.8254854141558737,0.8420514402669137,0.8451472121280077,0.013388729592304265,48,0.8522175484817437,0.8524507337310389,0.8525113430943164,0.8563772802407753,0.8548673866164556,0.8536848584328659,0.0016553373443997975,0.8610634648370498,0.8333333333333334,0.8539518900343642,0.8247422680412371,0.8384879725085911,0.8423157857509149,0.013349453354775186,46,0.8500859106529209,0.8510090167453843,0.8510090167453843,0.8527264920566767,0.8527264920566767,0.8515113856514086,0.0010478258594862695,0.8598948154001755,0.8322035715467752,0.8533433022500735,0.8217058778147278,0.837513491317535,0.8409322116658574,0.01393660095129347,44,0.8492070819917933,0.8500124002665789,0.8498463199251868,0.8518097774099463,0.8517048455546651,0.850516085029634,0.001049053301743596
