id,words,syllables,neumes,1-mer,2-mer,3-mer,4-mer,5-mer,6-mer,7-mer,8-mer,9-mer,10-mer,11-mer,12-mer,13-mer,14-mer,15-mer,16-mer,poisson-3,poisson-5,poisson-7
chant_260954,df c ddhih h hh hh hhhghihgg f gh fghfed fffe dffdedcddc cd fffgf f fefg feddd fghhh hhgfghg,d f c d dhi h h h h h h h h hghihgg f g h f gh fe d f f fe df f dedcd dc c d f f fg f f f ef g fe d d d f gh h h h h g f gh g,d f c d dhi h h h h h h h h hg hihgg f g h f gh fe d f f fe df f dedcd dc c d f f fg f f f ef g fe d d d f gh h h h h g f gh g,d f c d d h i h h h h h h h h h g h i h g g f g h f g h f e d f f f e d f f d e d c d d c c d f f f g f f f e f g f e d d d f g h h h h h g f g h g,df cd dh ih hh hh hh hh gh ih gg fg hf gh fe df ff ed ff de dc dd cc df ff gf ff ef gf ed dd fg hh hh hg fg hg,dfc ddh ihh hhh hhh hgh ihg gfg hfg hfe dff fed ffd edc ddc cdf ffg fff efg fed ddf ghh hhh gfg hg,dfcd dhih hhhh hhhh ghih ggfg hfgh fedf ffed ffde dcdd ccdf ffgf ffef gfed ddfg hhhh hgfg hg,dfcdd hihhh hhhhh hghih ggfgh fghfe dfffe dffde dcddc cdfff gfffe fgfed ddfgh hhhhg fghg,dfcddh ihhhhh hhhhgh ihggfg hfghfe dfffed ffdedc ddccdf ffgfff efgfed ddfghh hhhgfg hg,dfcddhi hhhhhhh hhghihg gfghfgh fedfffe dffdedc ddccdff fgfffef gfedddf ghhhhhg fghg,dfcddhih hhhhhhhh ghihggfg hfghfedf ffedffde dcddccdf ffgfffef gfedddfg hhhhhgfg hg,dfcddhihh hhhhhhhgh ihggfghfg hfedfffed ffdedcddc cdfffgfff efgfedddf ghhhhhgfg hg,dfcddhihhh hhhhhhghih ggfghfghfe dfffedffde dcddccdfff gfffefgfed ddfghhhhhg fghg,dfcddhihhhh hhhhhghihgg fghfghfedff fedffdedcdd ccdfffgfffe fgfedddfghh hhhgfghg,dfcddhihhhhh hhhhghihggfg hfghfedfffed ffdedcddccdf ffgfffefgfed ddfghhhhhgfg hg,dfcddhihhhhhh hhhghihggfghf ghfedfffedffd edcddccdfffgf ffefgfedddfgh hhhhgfghg,dfcddhihhhhhhh hhghihggfghfgh fedfffedffdedc ddccdfffgfffef gfedddfghhhhhg fghg,dfcddhihhhhhhhh hghihggfghfghfe dfffedffdedcddc cdfffgfffefgfed ddfghhhhhgfghg,dfcddhihhhhhhhhh ghihggfghfghfedf ffedffdedcddccdf ffgfffefgfedddfg hhhhhgfghg,dfcd d hihh hhhh hhh gh ih ggf ghf ghf e dfffed ffdedc dd cc dfff gf ff efg fed ddfg h h h hh gf gh g,dfcddhih hhhhhh hhghihg gfghfgh fedf ffe dffded cddc cdfffg fffef gf edd dfg hhhhhgf ghg,dfcd dhihhh hhhhhhg hihggfghf ghfedf ffedffdedcddc cdfff gfffefg fedd dfghhhhhgfghg
chant_261705,cde e e ded edC ded e fgfgfd e fgfghgf ee hghkgefed,c de e e d e d e dC de d e f gfgf d e f gf gh gf e e h g h k g efed,c de e e d e d e dC de d e f gfgf d e f gf gh gf e e h g h k g efed,c d e e e d e d e d C d e d e f g f g f d e f g f g h g f e e h g h k g e f e d,cd ee ed ed ed Cd ed ef gf gf de fg fg hg fe eh gh kg ef ed,cde eed ede dCd ede fgf gfd efg fgh gfe ehg hkg efe d,cdee eded edCd edef gfgf defg fghg feeh ghkg efed,cdeee deded Cdede fgfgf defgf ghgfe ehghk gefed,cdeeed ededCd edefgf gfdefg fghgfe ehghkg efed,cdeeede dedCded efgfgfd efgfghg feehghk gefed,cdeeeded edCdedef gfgfdefg fghgfeeh ghkgefed,cdeeedede dCdedefgf gfdefgfgh gfeehghkg efed,cdeeededed Cdedefgfgf defgfghgfe ehghkgefed,cdeeedededC dedefgfgfde fgfghgfeehg hkgefed,cdeeedededCd edefgfgfdefg fghgfeehghkg efed,cdeeedededCde defgfgfdefgfg hgfeehghkgefe d,cdeeedededCded efgfgfdefgfghg feehghkgefed,cdeeedededCdede fgfgfdefgfghgfe ehghkgefed,cdeeedededCdedef gfgfdefgfghgfeeh ghkgefed,cdee ede dedC de defg f gf defgfg hg feehg hkg ef ed,cde eeded edCdede fgfgfdefg fghgfee hghk gefed,cdeeedede dCd edefgfgfde fgfg hgfeehghkg efed
chant_263554,cffe d edd dcdd d efg ffEdedc eecdd efghg fedee dhjh hgfghghjh hkl kjhg hkjhg hg efgge ghGfe defedc fed cdd defghghjhgg ef gfe dcd d hhgfghgfed,cf fe d ed d d cd d d e fg ffE de d c e e cd d efgh g fe de e dhj h h gf ghg hjh h k l kj hg h kj hg hg e f g ge ghG fe defe dc f ed cd d d ef ghghjhgg e f g fe d cd d h h g f gh gfed,cf fe d ed d d cd d d e fg ffE de d c e e cd d ef gh g fe de e dhj h h gf ghg hjh h k l kj hg h kj hg hg e f g ge ghG fe de fe dc f ed cd d d ef ghg hjhgg e f g fe d cd d h h g f gh gfed,c f f e d e d d d c d d d e f g f f E d e d c e e c d d e f g h g f e d e e d h j h h g f g h g h j h h k l k j h g h k j h g h g e f g g e g h G f e d e f e d c f e d c d d d e f g h g h j h g g e f g f e d c d d h h g f g h g f e d,cf fe de dd dc dd de fg ff Ed ed ce ec dd ef gh gf ed ee dh jh hg fg hg hj hh kl kj hg hk jh gh ge fg ge gh Gf ed ef ed cf ed cd dd ef gh gh jh gg ef gf ed cd dh hg fg hg fe d,cff ede ddd cdd def gff Ede dce ecd def ghg fed eed hjh hgf ghg hjh hkl kjh ghk jhg hge fgg egh Gfe def edc fed cdd def ghg hjh gge fgf edc ddh hgf ghg fed,cffe dedd dcdd defg ffEd edce ecdd efgh gfed eedh jhhg fghg hjhh klkj hghk jhgh gefg gegh Gfed efed cfed cddd efgh ghjh ggef gfed cddh hgfg hgfe d,cffed edddc dddef gffEd edcee cddef ghgfe deedh jhhgf ghghj hhklk jhghk jhghg efgge ghGfe defed cfedc dddef ghghj hggef gfedc ddhhg fghgf ed,cffede dddcdd defgff Ededce ecddef ghgfed eedhjh hgfghg hjhhkl kjhghk jhghge fggegh Gfedef edcfed cdddef ghghjh ggefgf edcddh hgfghg fed,cffeded ddcddde fgffEde dceecdd efghgfe deedhjh hgfghgh jhhklkj hghkjhg hgefgge ghGfede fedcfed cdddefg hghjhgg efgfedc ddhhgfg hgfed,cffededd dcdddefg ffEdedce ecddefgh gfedeedh jhhgfghg hjhhklkj hghkjhgh gefggegh Gfedefed cfedcddd efghghjh ggefgfed cddhhgfg hgfed,cffededdd cdddefgff Ededceecd defghgfed eedhjhhgf ghghjhhkl kjhghkjhg hgefggegh Gfedefedc fedcdddef ghghjhgge fgfedcddh hgfghgfed,cffededddc dddefgffEd edceecddef ghgfedeedh jhhgfghghj hhklkjhghk jhghgefgge ghGfedefed cfedcdddef ghghjhggef gfedcddhhg fghgfed,cffededddcd ddefgffEded ceecddefghg fedeedhjhhg fghghjhhklk jhghkjhghge fggeghGfede fedcfedcddd efghghjhgge fgfedcddhhg fghgfed,cffededddcdd defgffEdedce ecddefghgfed eedhjhhgfghg hjhhklkjhghk jhghgefggegh Gfedefedcfed cdddefghghjh ggefgfedcddh hgfghgfed,cffededddcddd efgffEdedceec ddefghgfedeed hjhhgfghghjhh klkjhghkjhghg efggeghGfedef edcfedcdddefg hghjhggefgfed cddhhgfghgfed,cffededddcddde fgffEdedceecdd efghgfedeedhjh hgfghghjhhklkj hghkjhghgefgge ghGfedefedcfed cdddefghghjhgg efgfedcddhhgfg hgfed,cffededddcdddef gffEdedceecddef ghgfedeedhjhhgf ghghjhhklkjhghk jhghgefggeghGfe defedcfedcdddef ghghjhggefgfedc ddhhgfghgfed,cffededddcdddefg ffEdedceecddefgh gfedeedhjhhgfghg hjhhklkjhghkjhgh gefggeghGfedefed cfedcdddefghghjh ggefgfedcddhhgfg hgfed,cf feded ddcdd def gffE de d ceecd d ef g h gfe deed hjhh gf gh gh jhhkl kjh ghk jhg hg ef ggegh Gfe def edc f edc ddde fghg hjhg ge fgf edcddh hg fghg fed,cffeded ddcd ddefgf fEdedc eecd defg hgf ed eedhjhh gfghghj hhklk jhghkjh ghge fggegh Gfede fedcfedc ddd efgh ghjhgge fgfe dcddhhgfg h g fed,cffededd dcdddefgff Eded ceecdd efghgfed eedhjh hgfghg hjhhk lkjhghk jhghge fgge ghGf edefedc fedcddde fghghj hggefgfed cddhhgfghgf ed
chant_264533,ffe ddC efd d d cdfffEde dc cd dghfedc dfdefedcddc c d fed fgg cdff cde dd cdfff fffecd,f fe ddC ef d d d c df ffE de d c c d dgh fe dc d f defedcd dc c d f e d fg g cd f f c de d d c d f f f f f f e c d,f fe ddC ef d d d c df ffE de d c c d dgh fe dc d f defedcd dc c d f e d fg g cd f f c de d d c d f f f f f f e c d,f f e d d C e f d d d c d f f f E d e d c c d d g h f e d c d f d e f e d c d d c c d f e d f g g c d f f c d e d d c d f f f f f f e c d,ff ed dC ef dd dc df ff Ed ed cc dd gh fe dc df de fe dc dd cc df ed fg gc df fc de dd cd ff ff ff ec d,ffe ddC efd ddc dff fEd edc cdd ghf edc dfd efe dcd dcc dfe dfg gcd ffc ded dcd fff fff ecd,ffed dCef dddc dfff Eded ccdd ghfe dcdf defe dcdd ccdf edfg gcdf fcde ddcd ffff ffec d,ffedd Cefdd dcdff fEded ccddg hfedc dfdef edcdd ccdfe dfggc dffcd eddcd fffff fecd,ffeddC efdddc dfffEd edccdd ghfedc dfdefe dcddcc dfedfg gcdffc deddcd ffffff ecd,ffeddCe fdddcdf ffEdedc cddghfe dcdfdef edcddcc dfedfgg cdffcde ddcdfff fffecd,ffeddCef dddcdfff Ededccdd ghfedcdf defedcdd ccdfedfg gcdffcde ddcdffff ffecd,ffeddCefd ddcdfffEd edccddghf edcdfdefe dcddccdfe dfggcdffc deddcdfff fffecd,ffeddCefdd dcdfffEded ccddghfedc dfdefedcdd ccdfedfggc dffcdeddcd ffffffecd,ffeddCefddd cdfffEdedcc ddghfedcdfd efedcddccdf edfggcdffcd eddcdffffff ecd,ffeddCefdddc dfffEdedccdd ghfedcdfdefe dcddccdfedfg gcdffcdeddcd ffffffecd,ffeddCefdddcd fffEdedccddgh fedcdfdefedcd dccdfedfggcdf fcdeddcdfffff fecd,ffeddCefdddcdf ffEdedccddghfe dcdfdefedcddcc dfedfggcdffcde ddcdffffffecd,ffeddCefdddcdff fEdedccddghfedc dfdefedcddccdfe dfggcdffcdeddcd ffffffecd,ffeddCefdddcdfff Ededccddghfedcdf defedcddccdfedfg gcdffcdeddcdffff ffecd,f feddC efddd cdf f fEde dcc dd gh fe dcdf de fed c ddc cdfe df g gcdff cde dd cdff ff ffecd,ffeddCe fddd cdfff Eded ccddgh fed cdfde fedcd dcc dfedfg gcdffcd eddcdf ff fffe cd,ffeddCe fdddcdfffEde dccddgh fedcdfd efedcddc cdfedfgg cdf fcdeddcdf fffffecd
chant_265033,gg g fdfffghgf h kjhgfg gg g jklml lkhl kkg ghkhgef ghg ffed dfghg fhklh h gfefghh gg,g g g fd ff f gh gf h kj hg fg g g g j k lm l lk hl k k g g hk hg ef g h g f fe d dfgh g f h kl h h gf ef gh h g g,g g g fd ff f gh gf h kj hg fg g g g j k lm l lk hl k k g g hk hg ef g h g f fe d df gh g f h kl h h gf ef gh h g g,g g g f d f f f g h g f h k j h g f g g g g j k l m l l k h l k k g g h k h g e f g h g f f e d d f g h g f h k l h h g f e f g h h g g,gg gf df ff gh gf hk jh gf gg gg jk lm ll kh lk kg gh kh ge fg hg ff ed df gh gf hk lh hg fe fg hh gg,ggg fdf ffg hgf hkj hgf ggg gjk lml lkh lkk ggh khg efg hgf fed dfg hgf hkl hhg fef ghh gg,gggf dfff ghgf hkjh gfgg ggjk lmll khlk kggh khge fghg ffed dfgh gfhk lhhg fefg hhgg,gggfd fffgh gfhkj hgfgg ggjkl mllkh lkkgg hkhge fghgf feddf ghgfh klhhg fefgh hgg,gggfdf ffghgf hkjhgf ggggjk lmllkh lkkggh khgefg hgffed dfghgf hklhhg fefghh gg,gggfdff fghgfhk jhgfggg gjklmll khlkkgg hkhgefg hgffedd fghgfhk lhhgfef ghhgg,gggfdfff ghgfhkjh gfggggjk lmllkhlk kgghkhge fghgffed dfghgfhk lhhgfefg hhgg,gggfdfffg hgfhkjhgf ggggjklml lkhlkkggh khgefghgf feddfghgf hklhhgfef ghhgg,gggfdfffgh gfhkjhgfgg ggjklmllkh lkkgghkhge fghgffeddf ghgfhklhhg fefghhgg,gggfdfffghg fhkjhgfgggg jklmllkhlkk gghkhgefghg ffeddfghgfh klhhgfefghh gg,gggfdfffghgf hkjhgfggggjk lmllkhlkkggh khgefghgffed dfghgfhklhhg fefghhgg,gggfdfffghgfh kjhgfggggjklm llkhlkkgghkhg efghgffeddfgh gfhklhhgfefgh hgg,gggfdfffghgfhk jhgfggggjklmll khlkkgghkhgefg hgffeddfghgfhk lhhgfefghhgg,gggfdfffghgfhkj hgfggggjklmllkh lkkgghkhgefghgf feddfghgfhklhhg fefghhgg,gggfdfffghgfhkjh gfggggjklmllkhlk kgghkhgefghgffed dfghgfhklhhgfefg hhgg,ggg f dff fg hg fh kjh gf gg gg jk l ml lkh lk k ggh khg efgh g ff e dd f g hgf hkl hhg fefg hh gg,ggg fd fffghg fhkj hgfg gggj klmll khlk kggh khge fghgff eddf gh gfh klhhgf efgh hgg,gggfdf ffghgfhk jhg fggggjk lmllkhlk kggh khgefghg ffeddfg hgfhklh hgf efghhg g
chant_265788,kkj hG gh gF ghjh gg g e gg fed fgh gg kkhklk,k kj hG gh gF gh j h g g g e g g f e d f gh g g k k h k l k,k kj hG gh gF gh j h g g g e g g f e d f gh g g k k h k l k,k k j h G g h g F g h j h g g g e g g f e d f g h g g k k h k l k,kk jh Gg hg Fg hj hg gg eg gf ed fg hg gk kh kl k,kkj hGg hgF ghj hgg geg gfe dfg hgg kkh klk,kkjh Gghg Fghj hggg eggf edfg hggk khkl k,kkjhG ghgFg hjhgg geggf edfgh ggkkh klk,kkjhGg hgFghj hgggeg gfedfg hggkkh klk,kkjhGgh gFghjhg ggeggfe dfghggk khklk,kkjhGghg Fghjhggg eggfedfg hggkkhkl k,kkjhGghgF ghjhgggeg gfedfghgg kkhklk,kkjhGghgFg hjhgggeggf edfghggkkh klk,kkjhGghgFgh jhgggeggfed fghggkkhklk,kkjhGghgFghj hgggeggfedfg hggkkhklk,kkjhGghgFghjh gggeggfedfghg gkkhklk,kkjhGghgFghjhg ggeggfedfghggk khklk,kkjhGghgFghjhgg geggfedfghggkkh klk,kkjhGghgFghjhggg eggfedfghggkkhkl k,kk jhGgh g F gh jhg ggeggfed fgh ggkk hk l k,kkjhG gh gFghj hgggeggf edfghggk khklk,kkjhGg hgFghjhgg geggfedfghg gkkh klk
chant_267447,c cD dfEd dcd fedfddc fgh hgfgh hg gFdf dCc c cD dc df fecd dd h g hkkm hh hhl lmlkjgh hkhh h hghgf ghkjgh hgfgh fedf dc fgfghhgfed fecddc dfecc hhhggfghgfd,c cD dfE d dc d fe df ddc f gh hgf gh h g gF df dC c c cD dc df fe cd d d h g h k km h h h hl lml kj gh hkh h h h ghgf g hkj gh hgf gh fe df d c fgfghhgfed fe cd dc d fe c c h h hg gf gh gfd,c cD dfE d dc d fe df ddc f gh hgf gh h g gF df dC c c cD dc df fe cd d d h g h k km h h h hl lml kj gh hkh h h h ghgf g hkj gh hgf gh fe df d c fgf gh hgfed fe cd dc d fe c c h h hg gf gh gfd,c c D d f E d d c d f e d f d d c f g h h g f g h h g g F d f d C c c c D d c d f f e c d d d h g h k k m h h h h l l m l k j g h h k h h h h g h g f g h k j g h h g f g h f e d f d c f g f g h h g f e d f e c d d c d f e c c h h h g g f g h g f d,cc Dd fE dd cd fe df dd cf gh hg fg hh gg Fd fd Cc cc Dd cd ff ec dd dh gh kk mh hh hl lm lk jg hh kh hh hg hg fg hk jg hh gf gh fe df dc fg fg hh gf ed fe cd dc df ec ch hh gg fg hg fd,ccD dfE ddc dfe dfd dcf ghh gfg hhg gFd fdC ccc Ddc dff ecd ddh ghk kmh hhh llm lkj ghh khh hhg hgf ghk jgh hgf ghf edf dcf gfg hhg fed fec ddc dfe cch hhg gfg hgf d,ccDd fEdd cdfe dfdd cfgh hgfg hhgg Fdfd Cccc Ddcd ffec dddh ghkk mhhh hllm lkjg hhkh hhhg hgfg hkjg hhgf ghfe dfdc fgfg hhgf edfe cddc dfec chhh ggfg hgfd,ccDdf Eddcd fedfd dcfgh hgfgh hggFd fdCcc cDdcd ffecd ddhgh kkmhh hhllm lkjgh hkhhh hghgf ghkjg hhgfg hfedf dcfgf ghhgf edfec ddcdf ecchh hggfg hgfd,ccDdfE ddcdfe dfddcf ghhgfg hhggFd fdCccc Ddcdff ecdddh ghkkmh hhhllm lkjghh khhhhg hgfghk jghhgf ghfedf dcfgfg hhgfed fecddc dfecch hhggfg hgfd,ccDdfEd dcdfedf ddcfghh gfghhgg FdfdCcc cDdcdff ecdddhg hkkmhhh hllmlkj ghhkhhh hghgfgh kjghhgf ghfedfd cfgfghh gfedfec ddcdfec chhhggf ghgfd,ccDdfEdd cdfedfdd cfghhgfg hhggFdfd CcccDdcd ffecdddh ghkkmhhh hllmlkjg hhkhhhhg hgfghkjg hhgfghfe dfdcfgfg hhgfedfe cddcdfec chhhggfg hgfd,ccDdfEddc dfedfddcf ghhgfghhg gFdfdCccc Ddcdffecd ddhghkkmh hhhllmlkj ghhkhhhhg hgfghkjgh hgfghfedf dcfgfghhg fedfecddc dfecchhhg gfghgfd,ccDdfEddcd fedfddcfgh hgfghhggFd fdCcccDdcd ffecdddhgh kkmhhhhllm lkjghhkhhh hghgfghkjg hhgfghfedf dcfgfghhgf edfecddcdf ecchhhggfg hgfd,ccDdfEddcdf edfddcfghhg fghhggFdfdC cccDdcdffec dddhghkkmhh hhllmlkjghh khhhhghgfgh kjghhgfghfe dfdcfgfghhg fedfecddcdf ecchhhggfgh gfd,ccDdfEddcdfe dfddcfghhgfg hhggFdfdCccc Ddcdffecdddh ghkkmhhhhllm lkjghhkhhhhg hgfghkjghhgf ghfedfdcfgfg hhgfedfecddc dfecchhhggfg hgfd,ccDdfEddcdfed fddcfghhgfghh ggFdfdCcccDdc dffecdddhghkk mhhhhllmlkjgh hkhhhhghgfghk jghhgfghfedfd cfgfghhgfedfe cddcdfecchhhg gfghgfd,ccDdfEddcdfedf ddcfghhgfghhgg FdfdCcccDdcdff ecdddhghkkmhhh hllmlkjghhkhhh hghgfghkjghhgf ghfedfdcfgfghh gfedfecddcdfec chhhggfghgfd,ccDdfEddcdfedfd dcfghhgfghhggFd fdCcccDdcdffecd ddhghkkmhhhhllm lkjghhkhhhhghgf ghkjghhgfghfedf dcfgfghhgfedfec ddcdfecchhhggfg hgfd,ccDdfEddcdfedfdd cfghhgfghhggFdfd CcccDdcdffecdddh ghkkmhhhhllmlkjg hhkhhhhghgfghkjg hhgfghfedfdcfgfg hhgfedfecddcdfec chhhggfghgfd,ccDd fEd dcd fedf dd cf gh hgfg hhggF dfdC cc c Ddcdffec dd dhgh kk mhhhhl lml kjghh khhhh gh gfgh kjg hhgf g hfedf dc fg f ghh gf e dfe c d d c dfec chhh ggf ghg f d,ccDdf Eddcdf edfd dcfghhg fghhgg FdfdCcc cDdcdffe cdd dhghk kmhhh hll mlk jghhkhh hhgh gfgh kjghhg fghf edfdcfg fgh hgfed fec ddcdfec chhhggfghgfd,ccDdfEddc dfedfddc fghhg fghhgg FdfdCcccD d cdffecd ddhghkk mhhhhllml kjghhkhhhhg hgfghkj ghhgfghf edf dcfgfgh hgfedf ecddcd fecchhhg gfghgf d
chant_269855,def g gg efed fg hg hghg efgfe ddd hhgfghgf,d ef g g g e fe d fg h g h ghg e f g fe d d d h h g f gh gf,d ef g g g e fe d fg h g h ghg e f g fe d d d h h g f gh gf,d e f g g g e f e d f g h g h g h g e f g f e d d d h h g f g h g f,de fg gg ef ed fg hg hg hg ef gf ed dd hh gf gh gf,def ggg efe dfg hgh ghg efg fed ddh hgf ghg f,defg ggef edfg hghg hgef gfed ddhh gfgh gf,defgg gefed fghgh ghgef gfedd dhhgf ghgf,defggg efedfg hghghg efgfed ddhhgf ghgf,defggge fedfghg hghgefg fedddhh gfghgf,defgggef edfghghg hgefgfed ddhhgfgh gf,defgggefe dfghghghg efgfedddh hgfghgf,defgggefed fghghghgef gfedddhhgf ghgf,defgggefedf ghghghgefgf edddhhgfghg f,defgggefedfg hghghgefgfed ddhhgfghgf,defgggefedfgh ghghgefgfeddd hhgfghgf,defgggefedfghg hghgefgfedddhh gfghgf,defgggefedfghgh ghgefgfedddhhgf ghgf,defgggefedfghghg hgefgfedddhhgfgh gf,defggge fed fgh ghg hge f gf eddd hh g fgh gf,defg ggefedf ghgh ghgef gfedddh hgfghgf,defgggefedfg hghghg efgfed ddhhgf ghgf
chant_272742,gg jk lm lk j k lml kkJ kjk lkh gfgg,g g j k l m l k j k lm l k kJ k jk lk h g fg g,g g j k l m l k j k lm l k kJ k jk lk h g fg g,g g j k l m l k j k l m l k k J k j k l k h g f g g,gg jk lm lk jk lm lk kJ kj kl kh gf gg,ggj klm lkj klm lkk Jkj klk hgf gg,ggjk lmlk jklm lkkJ kjkl khgf gg,ggjkl mlkjk lmlkk Jkjkl khgfg g,ggjklm lkjklm lkkJkj klkhgf gg,ggjklml kjklmlk kJkjklk hgfgg,ggjklmlk jklmlkkJ kjklkhgf gg,ggjklmlkj klmlkkJkj klkhgfgg,ggjklmlkjk lmlkkJkjkl khgfgg,ggjklmlkjkl mlkkJkjklkh gfgg,ggjklmlkjklm lkkJkjklkhgf gg,ggjklmlkjklml kkJkjklkhgfgg,ggjklmlkjklmlk kJkjklkhgfgg,ggjklmlkjklmlkk Jkjklkhgfgg,ggjklmlkjklmlkkJ kjklkhgfgg,g gj kl mlk jkl ml kkJ kjk lkhgfg g,ggjkl mlkjk lmlkkJk jklkh gfgg,ggjklmlkj klmlkkJk jklkhgf gg
chant_273110,gjll lkk k k kjhjkj gg gf g gfed f ghgg llmlkjh,gj l l l k k k k kj h jk j g g gf g g fe d f gh g g l l m l k jh,gj l l l k k k k kj h jk j g g gf g g fe d f gh g g l l m l k jh,g j l l l k k k k k j h j k j g g g f g g f e d f g h g g l l m l k j h,gj ll lk kk kk jh jk jg gg fg gf ed fg hg gl lm lk jh,gjl llk kkk kjh jkj ggg fgg fed fgh ggl lml kjh,gjll lkkk kkjh jkjg ggfg gfed fghg gllm lkjh,gjlll kkkkk jhjkj gggfg gfedf ghggl lmlkj h,gjlllk kkkkjh jkjggg fggfed fghggl lmlkjh,gjlllkk kkkjhjk jgggfgg fedfghg gllmlkj h,gjlllkkk kkjhjkjg ggfggfed fghggllm lkjh,gjlllkkkk kjhjkjggg fggfedfgh ggllmlkjh,gjlllkkkkk jhjkjgggfg gfedfghggl lmlkjh,gjlllkkkkkj hjkjgggfggf edfghggllml kjh,gjlllkkkkkjh jkjgggfggfed fghggllmlkjh,gjlllkkkkkjhj kjgggfggfedfg hggllmlkjh,gjlllkkkkkjhjk jgggfggfedfghg gllmlkjh,gjlllkkkkkjhjkj gggfggfedfghggl lmlkjh,gjlllkkkkkjhjkjg ggfggfedfghggllm lkjh,gjl llk kk kkj hjk jgggf ggf edfg hg gl lml kjh,gjl llkkkkk jh jkjggg fgg fedf ghgg llmlkj h,gjlllkkkkk jhjk jgg gfggfedfg hggl lmlkjh
chant_273837,ccd dfd dcdf egf efgf gfed dh h gfgh hgfed dfddcfe fgfedd fffecd,c cd df d dc df eg f e f g f g fe d dh h gf g h hgf ed df d dc fe fgfe d d f f f e c d,c cd df d dc df eg f e f g f g fe d dh h gf g h hgf ed df d dc fe fgfe d d f f f e c d,c c d d f d d c d f e g f e f g f g f e d d h h g f g h h g f e d d f d d c f e f g f e d d f f f e c d,cc dd fd dc df eg fe fg fg fe dd hh gf gh hg fe dd fd dc fe fg fe dd ff fe cd,ccd dfd dcd feg fef gfg fed dhh gfg hhg fed dfd dcf efg fed dff fec d,ccdd fddc dfeg fefg fgfe ddhh gfgh hgfe ddfd dcfe fgfe ddff fecd,ccddf ddcdf egfef gfgfe ddhhg fghhg feddf ddcfe fgfed dfffe cd,ccddfd dcdfeg fefgfg feddhh gfghhg feddfd dcfefg feddff fecd,ccddfdd cdfegfe fgfgfed dhhgfgh hgfeddf ddcfefg feddfff ecd,ccddfddc dfegfefg fgfeddhh gfghhgfe ddfddcfe fgfeddff fecd,ccddfddcd fegfefgfg feddhhgfg hhgfeddfd dcfefgfed dfffecd,ccddfddcdf egfefgfgfe ddhhgfghhg feddfddcfe fgfeddfffe cd,ccddfddcdfe gfefgfgfedd hhgfghhgfed dfddcfefgfe ddfffecd,ccddfddcdfeg fefgfgfeddhh gfghhgfeddfd dcfefgfeddff fecd,ccddfddcdfegf efgfgfeddhhgf ghhgfeddfddcf efgfeddfffecd,ccddfddcdfegfe fgfgfeddhhgfgh hgfeddfddcfefg feddfffecd,ccddfddcdfegfef gfgfeddhhgfghhg feddfddcfefgfed dfffecd,ccddfddcdfegfefg fgfeddhhgfghhgfe ddfddcfefgfeddff fecd,ccdd fd dcdf eg fef gfg feddhh g fghhg fedd fdd cfefgfe dd fffec d,ccddfddc dfegfe fg f g feddhhgf ghhgfe ddfd dcfefg feddfffe c d,ccddfd dcdfeg fefgfgf eddhhg fghhg feddfddc fefgfe ddfffecd
