,genre,subset,train_accuracy,test_accuracy,train_weighted_f1,train_weighted_precision,train_weighted_recall,test_weighted_f1,test_weighted_precision,test_weighted_recall,feature_set
0,responsory,full,0.5430719219829337,0.5462304409672831,0.394699819638644,0.4768766905141337,0.5430719219829337,0.39696502739773804,0.45563272464525123,0.5462304409672831,final
1,responsory,full,0.5991466883380739,0.5974395448079659,0.5667128106046306,0.6036518695217481,0.5991466883380739,0.5580683127344995,0.5669466135779246,0.5974395448079659,ambitus
2,responsory,full,0.4695245835026412,0.4694167852062589,0.38082556767314185,0.4196710013131829,0.4695245835026412,0.37868819690861066,0.39864606330170044,0.4694167852062589,initial
3,responsory,full,0.9008533116619261,0.8909435751541015,0.9006583770704917,0.9014093861641859,0.9008533116619261,0.8908410453820255,0.89167339813692,0.8909435751541015,final-ambitus
4,responsory,full,0.751523770824868,0.7629208155523945,0.737037899810634,0.796072163727285,0.751523770824868,0.7475276425234033,0.7933362216274988,0.7629208155523945,final-initial
5,responsory,full,0.9187322226737099,0.9051683262209578,0.9186274980386603,0.9197894173304592,0.9187322226737099,0.9051856068752072,0.90712041483153,0.9051683262209578,final-ambitus-initial
6,responsory,full,0.7362860625761886,0.716927453769559,0.7274767603928025,0.7420428806353235,0.7362860625761886,0.7078192078591321,0.712638923952746,0.716927453769559,ambitus-initial
7,responsory,subset,0.5348460291734197,0.5160680529300568,0.3876384881461262,0.3055326120515923,0.5348460291734197,0.3639542897200934,0.2831037897200468,0.5160680529300568,final
8,responsory,subset,0.5648298217179902,0.500945179584121,0.5280268233948432,0.5817110263283422,0.5648298217179902,0.4555157002361971,0.44849034680916744,0.500945179584121,ambitus
9,responsory,subset,0.47811993517017826,0.444234404536862,0.41259241076691283,0.529229758128006,0.47811993517017826,0.3790009151316519,0.46575864820304314,0.444234404536862,initial
10,responsory,subset,0.8752025931928687,0.8279773156899811,0.8745762600201706,0.8785667069698325,0.8752025931928687,0.8259850369500964,0.8338579307911862,0.8279773156899811,final-ambitus
11,responsory,subset,0.7196110210696921,0.6975425330812854,0.6966668338363812,0.7578737833913519,0.7196110210696921,0.6748618623535381,0.7556150216884399,0.6975425330812854,final-initial
12,responsory,subset,0.8922204213938412,0.8431001890359168,0.8915741515386818,0.8953453907704642,0.8922204213938412,0.8421289744590509,0.8471687302807278,0.8431001890359168,final-ambitus-initial
13,responsory,subset,0.7236628849270664,0.610586011342155,0.719660283895954,0.7289171924877124,0.7236628849270664,0.5999024465803195,0.5968445655903717,0.610586011342155,ambitus-initial
14,antiphon,full,0.5469812487121368,0.5609521519596057,0.48016364441952913,0.4558871509336749,0.5469812487121368,0.495871925382506,0.47434771780668383,0.5609521519596057,final
15,antiphon,full,0.6595920049453946,0.6535224813657129,0.619698312375318,0.6569500066392947,0.6595920049453946,0.6103534079560651,0.6663518083606605,0.6535224813657129,ambitus
16,antiphon,full,0.5504842365547085,0.5352248136571292,0.48789587769842924,0.6086302758271395,0.5504842365547085,0.47591822682728635,0.5842062042370949,0.5352248136571292,initial
17,antiphon,full,0.8135174119101587,0.8064438566963212,0.8124124640125103,0.8171669598083263,0.8135174119101587,0.8059250266345653,0.8081959323267793,0.8064438566963212,final-ambitus
18,antiphon,full,0.7443849165464661,0.7408030776628998,0.7241317098231391,0.7405194772460492,0.7443849165464661,0.723083772640472,0.7304917804694651,0.7408030776628998,final-initial
19,antiphon,full,0.8897589120131877,0.8706419812454917,0.8891428179196552,0.8914752795264372,0.8897589120131877,0.870453934027383,0.8714332717735074,0.8706419812454917,final-ambitus-initial
20,antiphon,full,0.7577786935915928,0.7482567924981967,0.7465083537189302,0.7582958330586465,0.7577786935915928,0.7370384248150785,0.7482198410438572,0.7482567924981967,ambitus-initial
21,antiphon,subset,0.5304019237375472,0.5376602564102564,0.46879869395158863,0.5073706473452583,0.5304019237375472,0.4702413681700362,0.44965527564981717,0.5376602564102564,final
22,antiphon,subset,0.6080384747509447,0.6017628205128205,0.5756180220813211,0.6227225307920597,0.6080384747509447,0.5623697516268631,0.6258324581127284,0.6017628205128205,ambitus
23,antiphon,subset,0.5036070079010649,0.483974358974359,0.439189831564467,0.5324114318615253,0.5036070079010649,0.4103246139371283,0.5182789735787683,0.483974358974359,initial
24,antiphon,subset,0.7918241154242528,0.7620192307692307,0.7906668625342588,0.7983299951038799,0.7918241154242528,0.7584893718351419,0.7690382744116908,0.7620192307692307,final-ambitus
25,antiphon,subset,0.7200274819649605,0.7155448717948718,0.7167727361767665,0.7249268396859514,0.7200274819649605,0.7141481199539501,0.7212960262321596,0.7155448717948718,final-initial
26,antiphon,subset,0.8780487804878049,0.8325320512820513,0.8774012319269197,0.8804076442968635,0.8780487804878049,0.8301150470295598,0.8388213232982866,0.8325320512820513,final-ambitus-initial
27,antiphon,subset,0.7358296118172449,0.6987179487179487,0.7361152225536738,0.7465073429731767,0.7358296118172449,0.6963004542886501,0.7126454135223395,0.6987179487179487,ambitus-initial
