id,words,syllables,neumes,1-mer,2-mer,3-mer,4-mer,5-mer,6-mer,7-mer,8-mer,9-mer,10-mer,11-mer,12-mer,13-mer,14-mer,15-mer,16-mer,poisson-3,poisson-5,poisson-7
chant_004827,-²³₃⁷³₁₂ -₂₂²³₁₂²¹₁ ₄₁¹₁¹ -²²₂₂₁¹² -²₂₂₁¹²₂₁₂-³₁¹₁₂ -³²²₂ --² -₂₂₁¹²₂²² ₉ ²³₁¹²²₄₁ ₂₂²³₁¹₁₂,- ² ³₃⁷³₁ ₂ - ₂₂² ³₁₂ ²¹₁ ₄₁¹₁ ¹ - ²²₂₂₁ ¹² -²₂₂₁¹²₂₁ ₂-³₁¹ ₁₂ - ³²² ₂ - -² - ₂₂₁¹²₂²² ₉ ² ³₁ ¹ ²² ₄₁ ₂₂²³₁¹ ₁₂,- ² ³₃ ⁷³₁ ₂ - ₂₂² ³₁₂ ²¹ ₁ ₄₁ ¹₁ ¹ - ²²₂ ₂₁ ¹² -²₂₂₁ ¹²₂₁ ₂-³₁ ¹ ₁₂ - ³²² ₂ - -² - ₂₂₁ ¹²₂ ²² ₉ ² ³₁ ¹ ²² ₄₁ ₂₂ ² ³₁¹ ₁₂,- ² ³ ₃ ⁷ ³ ₁ ₂ - ₂ ₂ ² ³ ₁ ₂ ² ¹ ₁ ₄ ₁ ¹ ₁ ¹ - ² ² ₂ ₂ ₁ ¹ ² - ² ₂ ₂ ₁ ¹ ² ₂ ₁ ₂ - ³ ₁ ¹ ₁ ₂ - ³ ² ² ₂ - - ² - ₂ ₂ ₁ ¹ ² ₂ ² ² ₉ ² ³ ₁ ¹ ² ² ₄ ₁ ₂ ₂ ² ³ ₁ ¹ ₁ ₂,-² ³₃ ⁷³ ₁₂ -₂ ₂² ³₁ ₂² ¹₁ ₄₁ ¹₁ ¹- ²² ₂₂ ₁¹ ²- ²₂ ₂₁ ¹² ₂₁ ₂- ³₁ ¹₁ ₂- ³² ²₂ -- ²- ₂₂ ₁¹ ²₂ ²² ₉² ³₁ ¹² ²₄ ₁₂ ₂² ³₁ ¹₁ ₂,-²³ ₃⁷³ ₁₂- ₂₂² ³₁₂ ²¹₁ ₄₁¹ ₁¹- ²²₂ ₂₁¹ ²-² ₂₂₁ ¹²₂ ₁₂- ³₁¹ ₁₂- ³²² ₂-- ²-₂ ₂₁¹ ²₂² ²₉² ³₁¹ ²²₄ ₁₂₂ ²³₁ ¹₁₂,-²³₃ ⁷³₁₂ -₂₂² ³₁₂² ¹₁₄₁ ¹₁¹- ²²₂₂ ₁¹²- ²₂₂₁ ¹²₂₁ ₂-³₁ ¹₁₂- ³²²₂ --²- ₂₂₁¹ ²₂²² ₉²³₁ ¹²²₄ ₁₂₂² ³₁¹₁ ₂,-²³₃⁷ ³₁₂-₂ ₂²³₁₂ ²¹₁₄₁ ¹₁¹-² ²₂₂₁¹ ²-²₂₂ ₁¹²₂₁ ₂-³₁¹ ₁₂-³² ²₂--² -₂₂₁¹ ²₂²²₉ ²³₁¹² ²₄₁₂₂ ²³₁¹₁ ₂,-²³₃⁷³ ₁₂-₂₂² ³₁₂²¹₁ ₄₁¹₁¹- ²²₂₂₁¹ ²-²₂₂₁ ¹²₂₁₂- ³₁¹₁₂- ³²²₂-- ²-₂₂₁¹ ²₂²²₉² ³₁¹²²₄ ₁₂₂²³₁ ¹₁₂,-²³₃⁷³₁ ₂-₂₂²³₁ ₂²¹₁₄₁¹ ₁¹-²²₂₂ ₁¹²-²₂₂ ₁¹²₂₁₂- ³₁¹₁₂-³ ²²₂--²- ₂₂₁¹²₂² ²₉²³₁¹² ²₄₁₂₂²³ ₁¹₁₂,-²³₃⁷³₁₂ -₂₂²³₁₂² ¹₁₄₁¹₁¹- ²²₂₂₁¹²- ²₂₂₁¹²₂₁ ₂-³₁¹₁₂- ³²²₂--²- ₂₂₁¹²₂²² ₉²³₁¹²²₄ ₁₂₂²³₁¹₁ ₂,-²³₃⁷³₁₂- ₂₂²³₁₂²¹₁ ₄₁¹₁¹-²²₂ ₂₁¹²-²₂₂₁ ¹²₂₁₂-³₁¹ ₁₂-³²²₂-- ²-₂₂₁¹²₂² ²₉²³₁¹²²₄ ₁₂₂²³₁¹₁₂,-²³₃⁷³₁₂-₂ ₂²³₁₂²¹₁₄₁ ¹₁¹-²²₂₂₁¹ ²-²₂₂₁¹²₂₁ ₂-³₁¹₁₂-³² ²₂--²-₂₂₁¹ ²₂²²₉²³₁¹² ²₄₁₂₂²³₁¹₁ ₂,-²³₃⁷³₁₂-₂₂ ²³₁₂²¹₁₄₁¹₁ ¹-²²₂₂₁¹²-² ₂₂₁¹²₂₁₂-³₁ ¹₁₂-³²²₂--² -₂₂₁¹²₂²²₉² ³₁¹²²₄₁₂₂²³ ₁¹₁₂,-²³₃⁷³₁₂-₂₂² ³₁₂²¹₁₄₁¹₁¹- ²²₂₂₁¹²-²₂₂₁ ¹²₂₁₂-³₁¹₁₂- ³²²₂--²-₂₂₁¹ ²₂²²₉²³₁¹²²₄ ₁₂₂²³₁¹₁₂,-²³₃⁷³₁₂-₂₂²³ ₁₂²¹₁₄₁¹₁¹-²² ₂₂₁¹²-²₂₂₁¹²₂ ₁₂-³₁¹₁₂-³²²₂ --²-₂₂₁¹²₂²²₉ ²³₁¹²²₄₁₂₂²³₁ ¹₁₂,-²³₃⁷³₁₂-₂₂²³₁ ₂²¹₁₄₁¹₁¹-²²₂₂ ₁¹²-²₂₂₁¹²₂₁₂- ³₁¹₁₂-³²²₂--²- ₂₂₁¹²₂²²₉²³₁¹² ²₄₁₂₂²³₁¹₁₂,-²³₃⁷³₁₂-₂₂²³₁₂ ²¹₁₄₁¹₁¹-²²₂₂₁¹ ²-²₂₂₁¹²₂₁₂-³₁¹ ₁₂-³²²₂--²-₂₂₁¹ ²₂²²₉²³₁¹²²₄₁₂₂ ²³₁¹₁₂,-²³₃⁷³₁₂-₂₂²³₁₂² ¹₁₄₁¹₁¹-²²₂₂₁¹²- ²₂₂₁¹²₂₁₂-³₁¹₁₂- ³²²₂--²-₂₂₁¹²₂²² ₉²³₁¹²²₄₁₂₂²³₁¹₁ ₂,-² ³₃⁷ ³₁₂-₂ ₂²³ ₁₂²¹ ₁₄₁¹₁ ¹-²²₂ ₂ ₁¹²- ²₂ ₂₁ ¹² ₂₁₂ -³ ₁ ¹₁ ₂- ³² ²₂--² -₂₂₁ ¹²₂² ²₉ ²³ ₁ ¹²²₄₁ ₂₂² ³₁¹ ₁₂,-²³₃⁷³₁₂ -₂₂² ³₁₂² ¹₁₄₁ ¹₁¹-²²₂₂₁¹²- ²₂₂₁¹²₂ ₁₂-³ ₁¹₁ ₂-³² ²₂-- ²-₂₂₁¹² ₂²²₉²³₁ ¹²² ₄₁₂₂²³₁ ¹₁₂,-²³₃⁷³₁ ₂-₂₂²³ ₁₂²¹₁ ₄₁¹₁ ¹-²²₂ ₂₁¹²-²₂₂ ₁¹²₂₁₂- ³₁¹₁₂-³²² ₂--²-₂₂₁¹² ₂²²₉²³₁¹² ²₄₁ ₂₂²³₁ ¹₁₂
chant_005434,-⁴₂₂⁴²¹²₂ ₃³ -₃₂⁵²₂ ²₅⁵- ₉⁷--₁-₂₂⁵-- ²₂-₁₂-₂₂²²²¹₁ -₂₂₂₁¹⁶₆- - -⁷²₂⁵₃₂₃²¹²₅³ - - ₇⁷ -₁₂³--²₂- - ⁵₁₄²₂- -₁₂-²¹²₂- -₁₂³ -²₂ -⁷-₃¹²₂₁₂₂⁵₁₉⁵²₅₂⁵²³₁³₂₁¹₃₂₃³²₅²¹₇⁴³⁴₂₂₃₄⁴³²-₂₇,- ⁴₂₂⁴²¹² ₂ ₃³ -₃₂⁵ ²₂ ²₅⁵ - ₉⁷- -₁-₂₂⁵- - ²₂-₁₂ -₂₂ ²²²¹₁ -₂₂₂ ₁¹⁶₆ - - -⁷² ₂ ⁵₃₂₃²¹² ₅³ - - ₇ ⁷ -₁₂³ --²₂ - - ⁵₁₄²₂ - -₁₂ -²¹²₂ - -₁₂³ -² ₂ -⁷ -₃¹²₂₁₂₂⁵₁₉⁵²₅₂⁵²³₁³₂₁¹₃₂₃³²₅²¹₇⁴³⁴₂₂₃₄⁴³²-₂ ₇,- ⁴₂₂ ⁴²¹² ₂ ₃³ -₃₂⁵ ²₂ ²₅⁵ - ₉⁷- -₁-₂₂⁵- - ²₂-₁₂ -₂₂ ²²²¹₁ -₂₂₂ ₁¹⁶₆ - - -⁷² ₂ ⁵₃₂ ₃²¹² ₅³ - - ₇ ⁷ -₁₂³ --²₂ - - ⁵₁₄ ²₂ - -₁₂ -²¹ ²₂ - -₁₂³ -² ₂ -⁷ - ₃¹ ²₂₁₂₂ ⁵₁ ₉⁵ ²₅₂⁵ ²³₁ ³₂₁ ¹₃₂ ₃³ ²₅ ²¹₇ ⁴³ ⁴₂₂₃ ₄⁴³ ²-₂ ₇,- ⁴ ₂ ₂ ⁴ ² ¹ ² ₂ ₃ ³ - ₃ ₂ ⁵ ² ₂ ² ₅ ⁵ - ₉ ⁷ - - ₁ - ₂ ₂ ⁵ - - ² ₂ - ₁ ₂ - ₂ ₂ ² ² ² ¹ ₁ - ₂ ₂ ₂ ₁ ¹ ⁶ ₆ - - - ⁷ ² ₂ ⁵ ₃ ₂ ₃ ² ¹ ² ₅ ³ - - ₇ ⁷ - ₁ ₂ ³ - - ² ₂ - - ⁵ ₁ ₄ ² ₂ - - ₁ ₂ - ² ¹ ² ₂ - - ₁ ₂ ³ - ² ₂ - ⁷ - ₃ ¹ ² ₂ ₁ ₂ ₂ ⁵ ₁ ₉ ⁵ ² ₅ ₂ ⁵ ² ³ ₁ ³ ₂ ₁ ¹ ₃ ₂ ₃ ³ ² ₅ ² ¹ ₇ ⁴ ³ ⁴ ₂ ₂ ₃ ₄ ⁴ ³ ² - ₂ ₇,-⁴ ₂₂ ⁴² ¹² ₂₃ ³- ₃₂ ⁵² ₂² ₅⁵ -₉ ⁷- -₁ -₂ ₂⁵ -- ²₂ -₁ ₂- ₂₂ ²² ²¹ ₁- ₂₂ ₂₁ ¹⁶ ₆- -- ⁷² ₂⁵ ₃₂ ₃² ¹² ₅³ -- ₇⁷ -₁ ₂³ -- ²₂ -- ⁵₁ ₄² ₂- -₁ ₂- ²¹ ²₂ -- ₁₂ ³- ²₂ -⁷ -₃ ¹² ₂₁ ₂₂ ⁵₁ ₉⁵ ²₅ ₂⁵ ²³ ₁³ ₂₁ ¹₃ ₂₃ ³² ₅² ¹₇ ⁴³ ⁴₂ ₂₃ ₄⁴ ³² -₂ ₇,-⁴₂ ₂⁴² ¹²₂ ₃³- ₃₂⁵ ²₂² ₅⁵- ₉⁷- -₁- ₂₂⁵ --² ₂-₁ ₂-₂ ₂²² ²¹₁ -₂₂ ₂₁¹ ⁶₆- --⁷ ²₂⁵ ₃₂₃ ²¹² ₅³- -₇⁷ -₁₂ ³-- ²₂- -⁵₁ ₄²₂ --₁ ₂-² ¹²₂ --₁ ₂³- ²₂- ⁷-₃ ¹²₂ ₁₂₂ ⁵₁₉ ⁵²₅ ₂⁵² ³₁³ ₂₁¹ ₃₂₃ ³²₅ ²¹₇ ⁴³⁴ ₂₂₃ ₄⁴³ ²-₂ ₇,-⁴₂₂ ⁴²¹² ₂₃³- ₃₂⁵² ₂²₅⁵ -₉⁷- -₁-₂ ₂⁵-- ²₂-₁ ₂-₂₂ ²²²¹ ₁-₂₂ ₂₁¹⁶ ₆--- ⁷²₂⁵ ₃₂₃² ¹²₅³ --₇⁷ -₁₂³ --²₂ --⁵₁ ₄²₂- -₁₂- ²¹²₂ --₁₂ ³-²₂ -⁷-₃ ¹²₂₁ ₂₂⁵₁ ₉⁵²₅ ₂⁵²³ ₁³₂₁ ¹₃₂₃ ³²₅² ¹₇⁴³ ⁴₂₂₃ ₄⁴³² -₂₇,-⁴₂₂⁴ ²¹²₂₃ ³-₃₂⁵ ²₂²₅⁵ -₉⁷-- ₁-₂₂⁵ --²₂- ₁₂-₂₂ ²²²¹₁ -₂₂₂₁ ¹⁶₆-- -⁷²₂⁵ ₃₂₃²¹ ²₅³-- ₇⁷-₁₂ ³--²₂ --⁵₁₄ ²₂--₁ ₂-²¹² ₂--₁₂ ³-²₂- ⁷-₃¹² ₂₁₂₂⁵ ₁₉⁵²₅ ₂⁵²³₁ ³₂₁¹₃ ₂₃³²₅ ²¹₇⁴³ ⁴₂₂₃₄ ⁴³²-₂ ₇,-⁴₂₂⁴² ¹²₂₃³- ₃₂⁵²₂² ₅⁵-₉⁷- -₁-₂₂⁵ --²₂-₁ ₂-₂₂²² ²¹₁-₂₂ ₂₁¹⁶₆- --⁷²₂⁵ ₃₂₃²¹² ₅³--₇⁷ -₁₂³-- ²₂--⁵₁ ₄²₂--₁ ₂-²¹²₂ --₁₂³- ²₂-⁷-₃ ¹²₂₁₂₂ ⁵₁₉⁵²₅ ₂⁵²³₁³ ₂₁¹₃₂₃ ³²₅²¹₇ ⁴³⁴₂₂₃ ₄⁴³²-₂ ₇,-⁴₂₂⁴²¹ ²₂₃³-₃₂ ⁵²₂²₅⁵- ₉⁷--₁-₂ ₂⁵--²₂- ₁₂-₂₂²² ²¹₁-₂₂₂ ₁¹⁶₆--- ⁷²₂⁵₃₂₃ ²¹²₅³-- ₇⁷-₁₂³- -²₂--⁵₁ ₄²₂--₁₂ -²¹²₂-- ₁₂³-²₂- ⁷-₃¹²₂₁ ₂₂⁵₁₉⁵² ₅₂⁵²³₁³ ₂₁¹₃₂₃³ ²₅²¹₇⁴³ ⁴₂₂₃₄⁴³ ²-₂₇,-⁴₂₂⁴²¹² ₂₃³-₃₂⁵² ₂²₅⁵-₉⁷- -₁-₂₂⁵-- ²₂-₁₂-₂₂ ²²²¹₁-₂₂ ₂₁¹⁶₆--- ⁷²₂⁵₃₂₃² ¹²₅³--₇⁷ -₁₂³--²₂ --⁵₁₄²₂- -₁₂-²¹²₂ --₁₂³-²₂ -⁷-₃¹²₂₁ ₂₂⁵₁₉⁵²₅ ₂⁵²³₁³₂₁ ¹₃₂₃³²₅² ¹₇⁴³⁴₂₂₃ ₄⁴³²-₂₇,-⁴₂₂⁴²¹²₂ ₃³-₃₂⁵²₂² ₅⁵-₉⁷--₁- ₂₂⁵--²₂-₁ ₂-₂₂²²²¹₁ -₂₂₂₁¹⁶₆- --⁷²₂⁵₃₂₃ ²¹²₅³--₇⁷ -₁₂³--²₂- -⁵₁₄²₂--₁ ₂-²¹²₂--₁ ₂³-²₂-⁷-₃ ¹²₂₁₂₂⁵₁₉ ⁵²₅₂⁵²³₁³ ₂₁¹₃₂₃³²₅ ²¹₇⁴³⁴₂₂₃ ₄⁴³²-₂₇,-⁴₂₂⁴²¹²₂₃ ³-₃₂⁵²₂²₅⁵ -₉⁷--₁-₂₂⁵ --²₂-₁₂-₂₂ ²²²¹₁-₂₂₂₁ ¹⁶₆---⁷²₂⁵ ₃₂₃²¹²₅³-- ₇⁷-₁₂³--²₂ --⁵₁₄²₂--₁ ₂-²¹²₂--₁₂ ³-²₂-⁷-₃¹² ₂₁₂₂⁵₁₉⁵²₅ ₂⁵²³₁³₂₁¹₃ ₂₃³²₅²¹₇⁴³ ⁴₂₂₃₄⁴³²-₂ ₇,-⁴₂₂⁴²¹²₂₃³ -₃₂⁵²₂²₅⁵-₉ ⁷--₁-₂₂⁵--² ₂-₁₂-₂₂²²²¹ ₁-₂₂₂₁¹⁶₆-- -⁷²₂⁵₃₂₃²¹² ₅³--₇⁷-₁₂³- -²₂--⁵₁₄²₂- -₁₂-²¹²₂--₁ ₂³-²₂-⁷-₃¹² ₂₁₂₂⁵₁₉⁵²₅₂ ⁵²³₁³₂₁¹₃₂₃ ³²₅²¹₇⁴³⁴₂₂ ₃₄⁴³²-₂₇,-⁴₂₂⁴²¹²₂₃³- ₃₂⁵²₂²₅⁵-₉⁷- -₁-₂₂⁵--²₂-₁ ₂-₂₂²²²¹₁-₂₂ ₂₁¹⁶₆---⁷²₂⁵ ₃₂₃²¹²₅³--₇⁷ -₁₂³--²₂--⁵₁ ₄²₂--₁₂-²¹²₂ --₁₂³-²₂-⁷-₃ ¹²₂₁₂₂⁵₁₉⁵²₅ ₂⁵²³₁³₂₁¹₃₂₃ ³²₅²¹₇⁴³⁴₂₂₃ ₄⁴³²-₂₇,-⁴₂₂⁴²¹²₂₃³-₃ ₂⁵²₂²₅⁵-₉⁷--₁ -₂₂⁵--²₂-₁₂-₂ ₂²²²¹₁-₂₂₂₁¹⁶ ₆---⁷²₂⁵₃₂₃²¹ ²₅³--₇⁷-₁₂³-- ²₂--⁵₁₄²₂--₁₂ -²¹²₂--₁₂³-²₂ -⁷-₃¹²₂₁₂₂⁵₁₉ ⁵²₅₂⁵²³₁³₂₁¹₃ ₂₃³²₅²¹₇⁴³⁴₂₂ ₃₄⁴³²-₂₇,-⁴₂₂⁴²¹²₂₃³-₃₂ ⁵²₂²₅⁵-₉⁷--₁-₂ ₂⁵--²₂-₁₂-₂₂²² ²¹₁-₂₂₂₁¹⁶₆--- ⁷²₂⁵₃₂₃²¹²₅³-- ₇⁷-₁₂³--²₂--⁵₁ ₄²₂--₁₂-²¹²₂-- ₁₂³-²₂-⁷-₃¹²₂₁ ₂₂⁵₁₉⁵²₅₂⁵²³₁³ ₂₁¹₃₂₃³²₅²¹₇⁴³ ⁴₂₂₃₄⁴³²-₂₇,-⁴₂₂⁴²¹²₂₃³-₃₂⁵ ²₂²₅⁵-₉⁷--₁-₂₂⁵ --²₂-₁₂-₂₂²²²¹₁ -₂₂₂₁¹⁶₆---⁷²₂⁵ ₃₂₃²¹²₅³--₇⁷-₁₂ ³--²₂--⁵₁₄²₂--₁ ₂-²¹²₂--₁₂³-²₂- ⁷-₃¹²₂₁₂₂⁵₁₉⁵²₅ ₂⁵²³₁³₂₁¹₃₂₃³²₅ ²¹₇⁴³⁴₂₂₃₄⁴³²-₂ ₇,-⁴₂₂⁴²¹²₂₃³-₃₂⁵² ₂²₅⁵-₉⁷--₁-₂₂⁵-- ²₂-₁₂-₂₂²²²¹₁-₂₂ ₂₁¹⁶₆---⁷²₂⁵₃₂₃² ¹²₅³--₇⁷-₁₂³--²₂ --⁵₁₄²₂--₁₂-²¹²₂ --₁₂³-²₂-⁷-₃¹²₂₁ ₂₂⁵₁₉⁵²₅₂⁵²³₁³₂₁ ¹₃₂₃³²₅²¹₇⁴³⁴₂₂₃ ₄⁴³²-₂₇,-⁴₂₂ ⁴² ¹² ₂₃³ -₃₂⁵² ₂² ₅⁵-₉ ⁷-- ₁ -₂₂ ⁵- -² ₂ -₁ ₂- ₂₂ ²² ²¹₁ - ₂₂₂ ₁¹⁶₆ ---⁷ ²₂ ⁵₃₂₃² ¹² ₅³ -- ₇⁷ -₁₂ ³-- ²₂--⁵ ₁₄²₂- -₁ ₂-² ¹ ²₂- - ₁₂ ³ -² ₂-⁷- ₃¹²₂ ₁₂₂⁵₁ ₉⁵² ₅₂⁵ ² ³₁³ ₂₁ ¹₃ ₂₃ ³²₅² ¹ ₇⁴³⁴ ₂₂₃ ₄ ⁴³²- ₂ ₇,-⁴₂₂⁴ ²¹²₂ ₃³-₃₂ ⁵² ₂²₅ ⁵-₉⁷-- ₁-₂₂⁵ -- ²₂-₁ ₂-₂₂²² ²¹₁- ₂₂₂₁¹ ⁶₆--- ⁷²₂⁵₃ ₂₃² ¹² ₅³- -₇⁷-₁₂ ³-- ²₂--⁵₁ ₄²₂--₁₂-²¹ ²₂--₁ ₂³-² ₂-⁷-₃ ¹²₂₁₂ ₂⁵₁₉ ⁵²₅₂⁵² ³₁³₂ ₁¹₃₂₃³²₅ ²¹ ₇⁴³⁴₂ ₂₃₄⁴³ ²-₂₇,-⁴₂₂⁴²¹² ₂₃³-₃₂ ⁵²₂²₅⁵-₉ ⁷--₁- ₂₂⁵--²₂-₁ ₂-₂₂² ²²¹₁- ₂₂₂₁¹⁶₆- --⁷²₂⁵₃₂₃² ¹²₅³--₇⁷- ₁₂³--²₂--⁵ ₁₄²₂--₁₂-²¹ ²₂--₁₂³ -²₂-⁷-₃ ¹²₂₁₂₂⁵₁ ₉⁵²₅₂ ⁵² ³₁³₂₁ ¹₃₂₃³² ₅²¹₇⁴³⁴ ₂₂₃₄⁴³² -₂₇
