id,words,syllables,neumes,1-mer,2-mer,3-mer,4-mer,5-mer,6-mer,7-mer,8-mer,9-mer,10-mer,11-mer,12-mer,13-mer,14-mer,15-mer,16-mer,poisson-3,poisson-5,poisson-7
chant_074569,ggkj klll lmll llljlm lklkjg kk klkkjk hh kjh gg kJ klll llmlkjh,g gkj k l l l lm l l l l lj lm l kl kj g k k klk kjk h h k jh g g kJ kl l l l l m l k jh,g gkj k l l l lm l l l l lj lm l kl kj g k k klk kjk h h k jh g g kJ kl l l l l m l k jh,g g k j k l l l l m l l l l l j l m l k l k j g k k k l k k j k h h k j h g g k J k l l l l l m l k j h,gg kj kl ll lm ll ll lj lm lk lk jg kk kl kk jk hh kj hg gk Jk ll ll lm lk jh,ggk jkl lll mll lll jlm lkl kjg kkk lkk jkh hkj hgg kJk lll llm lkj h,ggkj klll lmll lllj lmlk lkjg kkkl kkjk hhkj hggk Jkll lllm lkjh,ggkjk llllm lllll jlmlk lkjgk kklkk jkhhk jhggk Jklll llmlk jh,ggkjkl lllmll llljlm lklkjg kkklkk jkhhkj hggkJk lllllm lkjh,ggkjkll llmllll ljlmlkl kjgkkkl kkjkhhk jhggkJk lllllml kjh,ggkjklll lmlllllj lmlklkjg kkklkkjk hhkjhggk Jklllllm lkjh,ggkjkllll mllllljlm lklkjgkkk lkkjkhhkj hggkJklll llmlkjh,ggkjkllllm llllljlmlk lkjgkkklkk jkhhkjhggk Jklllllmlk jh,ggkjkllllml lllljlmlklk jgkkklkkjkh hkjhggkJkll lllmlkjh,ggkjkllllmll llljlmlklkjg kkklkkjkhhkj hggkJklllllm lkjh,ggkjkllllmlll lljlmlklkjgkk klkkjkhhkjhgg kJklllllmlkjh,ggkjkllllmllll ljlmlklkjgkkkl kkjkhhkjhggkJk lllllmlkjh,ggkjkllllmlllll jlmlklkjgkkklkk jkhhkjhggkJklll llmlkjh,ggkjkllllmlllllj lmlklkjgkkklkkjk hhkjhggkJklllllm lkjh,g gk jkl ll lm l ll llj lm lkl kjg kk kl kkj kh hk jhg gk Jkll ll lm lkj h,ggk jkllll mlll lljlm lklkjgk kk lkkj khhkjh ggkJkll lllm lkjh,ggkjkll llml lllljlm lklkj gkkklkkj khhkj hggkJk lllllm lkjh
chant_075303,lj lmlkl l lJkjg fh kjhkjh gh jhgg llmlkjl,l j l m l kl l lJ k j g f h k j h k jh g h j h g g l l m l k jl,l j l m l kl l lJ k j g f h k j h k jh g h j h g g l l m l k jl,l j l m l k l l l J k j g f h k j h k j h g h j h g g l l m l k j l,lj lm lk ll lJ kj gf hk jh kj hg hj hg gl lm lk jl,ljl mlk lll Jkj gfh kjh kjh ghj hgg llm lkj l,ljlm lkll lJkj gfhk jhkj hghj hggl lmlk jl,ljlml klllJ kjgfh kjhkj hghjh ggllm lkjl,ljlmlk lllJkj gfhkjh kjhghj hggllm lkjl,ljlmlkl llJkjgf hkjhkjh ghjhggl lmlkjl,ljlmlkll lJkjgfhk jhkjhghj hggllmlk jl,ljlmlklll Jkjgfhkjh kjhghjhgg llmlkjl,ljlmlklllJ kjgfhkjhkj hghjhggllm lkjl,ljlmlklllJk jgfhkjhkjhg hjhggllmlkj l,ljlmlklllJkj gfhkjhkjhghj hggllmlkjl,ljlmlklllJkjg fhkjhkjhghjhg gllmlkjl,ljlmlklllJkjgf hkjhkjhghjhggl lmlkjl,ljlmlklllJkjgfh kjhkjhghjhggllm lkjl,ljlmlklllJkjgfhk jhkjhghjhggllmlk jl,lj lmlk l l lJkj gfh kjh kjhg hjhg gl lml kjl,ljl mlkll lJkjg fhkjh kjhghjh ggl lmlk jl,ljlmlk lllJkj gfhkjhkjhghj hggll mlkj l
chant_075304,lj lmKlk l lJkjg kk kjhkjh gh khgg llmlkjk,l j l mK l k l lJ k j g k k k j h k jh g h k h g g l l m l k jk,l j l mK l k l lJ k j g k k k j h k jh g h k h g g l l m l k jk,l j l m K l k l l J k j g k k k j h k j h g h k h g g l l m l k j k,lj lm Kl kl lJ kj gk kk jh kj hg hk hg gl lm lk jk,ljl mKl kll Jkj gkk kjh kjh ghk hgg llm lkj k,ljlm Klkl lJkj gkkk jhkj hghk hggl lmlk jk,ljlmK lkllJ kjgkk kjhkj hghkh ggllm lkjk,ljlmKl kllJkj gkkkjh kjhghk hggllm lkjk,ljlmKlk llJkjgk kkjhkjh ghkhggl lmlkjk,ljlmKlkl lJkjgkkk jhkjhghk hggllmlk jk,ljlmKlkll Jkjgkkkjh kjhghkhgg llmlkjk,ljlmKlkllJ kjgkkkjhkj hghkhggllm lkjk,ljlmKlkllJk jgkkkjhkjhg hkhggllmlkj k,ljlmKlkllJkj gkkkjhkjhghk hggllmlkjk,ljlmKlkllJkjg kkkjhkjhghkhg gllmlkjk,ljlmKlkllJkjgk kkjhkjhghkhggl lmlkjk,ljlmKlkllJkjgkk kjhkjhghkhggllm lkjk,ljlmKlkllJkjgkkk jhkjhghkhggllmlk jk,lj lmK lkllJ kjg kk kjh k jh gh k hg gll mlk jk,ljlmKlkll Jkjgkkkj hkjhgh khggllm lk jk,ljl mKlkllJ kjgkkkj hkjhghk hggllmlkjk
chant_075835,ghkh gf ghg k kl khkkk kk k khg kgh kjgg kkjkhg,ghk h gf gh g k k l kh k k k k k k kh g k g h k j g g k k j k h g,ghk h gf gh g k k l kh k k k k k k kh g k g h k j g g k k j k h g,g h k h g f g h g k k l k h k k k k k k k h g k g h k j g g k k j k h g,gh kh gf gh gk kl kh kk kk kk kh gk gh kj gg kk jk hg,ghk hgf ghg kkl khk kkk kkk hgk ghk jgg kkj khg,ghkh gfgh gkkl khkk kkkk khgk ghkj ggkk jkhg,ghkhg fghgk klkhk kkkkk khgkg hkjgg kkjkh g,ghkhgf ghgkkl khkkkk kkkhgk ghkjgg kkjkhg,ghkhgfg hgkklkh kkkkkkk hgkghkj ggkkjkh g,ghkhgfgh gkklkhkk kkkkkhgk ghkjggkk jkhg,ghkhgfghg kklkhkkkk kkkhgkghk jggkkjkhg,ghkhgfghgk klkhkkkkkk khgkghkjgg kkjkhg,ghkhgfghgkk lkhkkkkkkkh gkghkjggkkj khg,ghkhgfghgkkl khkkkkkkkhgk ghkjggkkjkhg,ghkhgfghgkklk hkkkkkkkhgkgh kjggkkjkhg,ghkhgfghgkklkh kkkkkkkhgkghkj ggkkjkhg,ghkhgfghgkklkhk kkkkkkhgkghkjgg kkjkhg,ghkhgfghgkklkhkk kkkkkhgkghkjggkk jkhg,gh kh gf ghgkkl kh kkkk kkkh gk ghkj gg kkj kh g,gh khgf ghg kklkh kkkk kkkhgkghk jgg kkjkhg,ghkhgf ghgkklkhkkkkk kkhgkghkjgg kkjkhg
chant_078589,jklklml lkh k jkhgg hgfghh gg llmlkjl,j k lklm l lk h k jk hg g h gf gh h g g l l m l k jl,j k lklm l lk h k jk hg g h gf gh h g g l l m l k jl,j k l k l m l l k h k j k h g g h g f g h h g g l l m l k j l,jk lk lm ll kh kj kh gg hg fg hh gg ll ml kj l,jkl klm llk hkj khg ghg fgh hgg llm lkj l,jklk lmll khkj khgg hgfg hhgg llml kjl,jklkl mllkh kjkhg ghgfg hhggl lmlkj l,jklklm llkhkj khgghg fghhgg llmlkj l,jklklml lkhkjkh gghgfgh hggllml kjl,jklklmll khkjkhgg hgfghhgg llmlkjl,jklklmllk hkjkhgghg fghhggllm lkjl,jklklmllkh kjkhgghgfg hhggllmlkj l,jklklmllkhk jkhgghgfghh ggllmlkjl,jklklmllkhkj khgghgfghhgg llmlkjl,jklklmllkhkjk hgghgfghhggll mlkjl,jklklmllkhkjkh gghgfghhggllml kjl,jklklmllkhkjkhg ghgfghhggllmlkj l,jklklmllkhkjkhgg hgfghhggllmlkjl,jklklm llkh kjk h ggh gfg h hgg ll mlk jl,jkl klm llkhkjk hgghgf ghh ggl lmlk j l,jklkl mllk hkjkh gghgfghhggl lmlkjl
chant_079236,dddcf g fhh jh ggfhg ggge g hgfg fedcdg efe dcdd hhggfghg,d d dc f g fh h j h g g fh g g g g e g h gf g fe dc dg e fe d cd d h hggf g h g,d d dc f g fh h j h g g fh g g g g e g h gf g fe dc dg e fe d cd d h hg gf g h g,d d d c f g f h h j h g g f h g g g g e g h g f g f e d c d g e f e d c d d h h g g f g h g,dd dc fg fh hj hg gf hg gg ge gh gf gf ed cd ge fe dc dd hh gg fg hg,ddd cfg fhh jhg gfh ggg geg hgf gfe dcd gef edc ddh hgg fgh g,dddc fgfh hjhg gfhg ggge ghgf gfed cdge fedc ddhh ggfg hg,dddcf gfhhj hggfh gggge ghgfg fedcd gefed cddhh ggfgh g,dddcfg fhhjhg gfhggg geghgf gfedcd gefedc ddhhgg fghg,dddcfgf hhjhggf hggggeg hgfgfed cdgefed cddhhgg fghg,dddcfgfh hjhggfhg gggeghgf gfedcdge fedcddhh ggfghg,dddcfgfhh jhggfhggg geghgfgfe dcdgefedc ddhhggfgh g,dddcfgfhhj hggfhgggge ghgfgfedcd gefedcddhh ggfghg,dddcfgfhhjh ggfhggggegh gfgfedcdgef edcddhhggfg hg,dddcfgfhhjhg gfhggggeghgf gfedcdgefedc ddhhggfghg,dddcfgfhhjhgg fhggggeghgfgf edcdgefedcddh hggfghg,dddcfgfhhjhggf hggggeghgfgfed cdgefedcddhhgg fghg,dddcfgfhhjhggfh ggggeghgfgfedcd gefedcddhhggfgh g,dddcfgfhhjhggfhg gggeghgfgfedcdge fedcddhhggfghg,dddc fgf hhj hgg fhg gggegh gfgfedc d g efed cddh hg gfghg,d dd cfg fhh jhggfhggg geg hgfg fedc dge fe dcddhh ggf ghg,dddcfgf hhjhggfh ggggegh gfgfedc dgefedcd dhhggfgh g
chant_079317,ggkhgh ghgfhhjh gg gjklkhj h gg gegfed fefgg gggh gfghh jk lkhkjhgg gghg fed fE fggg kkjkhg ghk kkk,g gk hg h g hgfh hjh g g g j k lkhj h g g ge g fe d fe fg g g g g h g f gh h jk l kh kj hgg g g h g f e d fE fg g g k k j k h g g h k k k k,g gk hg h g hgfh hjh g g g j k lkh j h g g ge g fe d fe fg g g g g h g f gh h jk l kh kj hg g g g h g f e d fE fg g g k k j k h g g h k k k k,g g k h g h g h g f h h j h g g g j k l k h j h g g g e g f e d f e f g g g g g h g f g h h j k l k h k j h g g g g h g f e d f E f g g g k k j k h g g h k k k k,gg kh gh gh gf hh jh gg gj kl kh jh gg ge gf ed fe fg gg gg hg fg hh jk lk hk jh gg gg hg fe df Ef gg gk kj kh gg hk kk k,ggk hgh ghg fhh jhg ggj klk hjh ggg egf edf efg ggg ghg fgh hjk lkh kjh ggg ghg fed fEf ggg kkj khg ghk kkk,ggkh ghgh gfhh jhgg gjkl khjh ggge gfed fefg gggg hgfg hhjk lkhk jhgg gghg fedf Efgg gkkj khgg hkkk k,ggkhg hghgf hhjhg ggjkl khjhg ggegf edfef ggggg hgfgh hjklk hkjhg ggghg fedfE fgggk kjkhg ghkkk k,ggkhgh ghgfhh jhgggj klkhjh gggegf edfefg gggghg fghhjk lkhkjh gggghg fedfEf gggkkj khgghk kkk,ggkhghg hgfhhjh gggjklk hjhggge gfedfef ggggghg fghhjkl khkjhgg gghgfed fEfgggk kjkhggh kkkk,ggkhghgh gfhhjhgg gjklkhjh gggegfed fefggggg hgfghhjk lkhkjhgg gghgfedf Efgggkkj khgghkkk k,ggkhghghg fhhjhgggj klkhjhggg egfedfefg gggghgfgh hjklkhkjh gggghgfed fEfgggkkj khgghkkkk,ggkhghghgf hhjhgggjkl khjhgggegf edfefggggg hgfghhjklk hkjhgggghg fedfEfgggk kjkhgghkkk k,ggkhghghgfh hjhgggjklkh jhgggegfedf efggggghgfg hhjklkhkjhg ggghgfedfEf gggkkjkhggh kkkk,ggkhghghgfhh jhgggjklkhjh gggegfedfefg gggghgfghhjk lkhkjhgggghg fedfEfgggkkj khgghkkkk,ggkhghghgfhhj hgggjklkhjhgg gegfedfefgggg ghgfghhjklkhk jhgggghgfedfE fgggkkjkhgghk kkk,ggkhghghgfhhjh gggjklkhjhggge gfedfefggggghg fghhjklkhkjhgg gghgfedfEfgggk kjkhgghkkkk,ggkhghghgfhhjhg ggjklkhjhgggegf edfefggggghgfgh hjklkhkjhgggghg fedfEfgggkkjkhg ghkkkk,ggkhghghgfhhjhgg gjklkhjhgggegfed fefggggghgfghhjk lkhkjhgggghgfedf Efgggkkjkhgghkkk k,ggkh gh ghgf hh jhgg gjkl khjhggge gfe df efg ggggh gf ghh jklk hkjhg gg gh gfedf Efg gg kkj k hgg hk kkk,ggkhghg hgfh hjhgggj klk hjhgg gegfedfef gggg ghgfgh hj klkh kjhg gggh gfed fEfgggkkj khgghkkkk,ggkhg hghgfh hjhgggjkl khjhg ggegfe dfefgggg ghgfghhjk lkhkj hgggghgf edfEfgggk kjkhggh kkkk
chant_079325,ggkhgh ghgfhkj gg gjkklkhj h gg gegfef def gggg gghh k kljHkjhgg gghg fed f hgg ghgk kjkl lkkjkhg,g gk hg h g hgf h kj g g g j k klkh j h g g ge g fe f d e f g g g g g gh h k kl jH kj hg g g g h g f e d f h g g g h gk kj kl l k k j k h g,g gk hg h g hgf h kj g g g j k klkh j h g g ge g fe f d e f g g g g g gh h k kl jH kj hg g g g h g f e d f h g g g h gk kj kl l k k j k h g,g g k h g h g h g f h k j g g g j k k l k h j h g g g e g f e f d e f g g g g g g h h k k l j H k j h g g g g h g f e d f h g g g h g k k j k l l k k j k h g,gg kh gh gh gf hk jg gg jk kl kh jh gg ge gf ef de fg gg gg gh hk kl jH kj hg gg gh gf ed fh gg gh gk kj kl lk kj kh g,ggk hgh ghg fhk jgg gjk klk hjh ggg egf efd efg ggg ggh hkk ljH kjh ggg ghg fed fhg ggh gkk jkl lkk jkh g,ggkh ghgh gfhk jggg jkkl khjh ggge gfef defg gggg ghhk kljH kjhg gggh gfed fhgg ghgk kjkl lkkj khg,ggkhg hghgf hkjgg gjkkl khjhg ggegf efdef ggggg ghhkk ljHkj hgggg hgfed fhggg hgkkj kllkk jkhg,ggkhgh ghgfhk jgggjk klkhjh gggegf efdefg gggggh hkkljH kjhggg ghgfed fhgggh gkkjkl lkkjkh g,ggkhghg hgfhkjg ggjkklk hjhggge gfefdef ggggggh hkkljHk jhggggh gfedfhg gghgkkj kllkkjk hg,ggkhghgh gfhkjggg jkklkhjh gggegfef defggggg ghhkkljH kjhggggh gfedfhgg ghgkkjkl lkkjkhg,ggkhghghg fhkjgggjk klkhjhggg egfefdefg ggggghhkk ljHkjhggg ghgfedfhg gghgkkjkl lkkjkhg,ggkhghghgf hkjgggjkkl khjhgggegf efdefggggg ghhkkljHkj hgggghgfed fhggghgkkj kllkkjkhg,ggkhghghgfh kjgggjkklkh jhgggegfefd efgggggghhk kljHkjhgggg hgfedfhgggh gkkjkllkkjk hg,ggkhghghgfhk jgggjkklkhjh gggegfefdefg ggggghhkkljH kjhgggghgfed fhggghgkkjkl lkkjkhg,ggkhghghgfhkj gggjkklkhjhgg gegfefdefgggg gghhkkljHkjhg ggghgfedfhggg hgkkjkllkkjkh g,ggkhghghgfhkjg ggjkklkhjhggge gfefdefggggggh hkkljHkjhggggh gfedfhggghgkkj kllkkjkhg,ggkhghghgfhkjgg gjkklkhjhgggegf efdefgggggghhkk ljHkjhgggghgfed fhggghgkkjkllkk jkhg,ggkhghghgfhkjggg jkklkhjhgggegfef defgggggghhkkljH kjhgggghgfedfhgg ghgkkjkllkkjkhg,ggkh ghg h gf hk jgg gjk kl kh jhg gge gfef d efg ggg gghh kklj H kjh gg gg h gfe d fhg gghg k kj kll kkj khg,ggkhg hghgf hkjggg jkklkhjhggg egfefd efggg g gghhkk ljHkjhgg gghg fedfhgg gh gkk jkllk kjkh g,ggkhghghg fhkjgggjk klkh jhggge gfefde fggggggh hkk ljHkjhgggghgf edfhgg ghgkkjkl lkkjkhg
chant_080433,cddhkhh hkh hhhhghkhg g fghg fgf ffgff f gfedd ffedf dc cdfffgf f ghghigf fdc dfe dcdd hhgfghgfed,cd dhk h h hk h h h h hg hkhg g f g h g fg f f fg f f f g fe d d f fe df d c c df ffg f f ghghi g f f dc d fe d cd d h h g f gh gfed,cd dhk h h hk h h h h hg hkhg g f g h g fg f f fg f f f g fe d d f fe df d c c df ffg f f ghghi g f f dc d fe d cd d h h g f gh gfed,c d d h k h h h k h h h h h g h k h g g f g h g f g f f f g f f f g f e d d f f e d f d c c d f f f g f f g h g h i g f f d c d f e d c d d h h g f g h g f e d,cd dh kh hh kh hh hh gh kh gg fg hg fg ff fg ff fg fe dd ff ed fd cc df ff gf fg hg hi gf fd cd fe dc dd hh gf gh gf ed,cdd hkh hhk hhh hhg hkh ggf ghg fgf ffg fff gfe ddf fed fdc cdf ffg ffg hgh igf fdc dfe dcd dhh gfg hgf ed,cddh khhh khhh hhgh khgg fghg fgff fgff fgfe ddff edfd ccdf ffgf fghg higf fdcd fedc ddhh gfgh gfed,cddhk hhhkh hhhhg hkhgg fghgf gfffg fffgf eddff edfdc cdfff gffgh ghigf fdcdf edcdd hhgfg hgfed,cddhkh hhkhhh hhghkh ggfghg fgfffg fffgfe ddffed fdccdf ffgffg hghigf fdcdfe dcddhh gfghgf ed,cddhkhh hkhhhhh ghkhggf ghgfgff fgfffgf eddffed fdccdff fgffghg higffdc dfedcdd hhgfghg fed,cddhkhhh khhhhhgh khggfghg fgfffgff fgfeddff edfdccdf ffgffghg higffdcd fedcddhh gfghgfed,cddhkhhhk hhhhhghkh ggfghgfgf ffgfffgfe ddffedfdc cdfffgffg hghigffdc dfedcddhh gfghgfed,cddhkhhhkh hhhhghkhgg fghgfgfffg fffgfeddff edfdccdfff gffghghigf fdcdfedcdd hhgfghgfed,cddhkhhhkhh hhhghkhggfg hgfgfffgfff gfeddffedfd ccdfffgffgh ghigffdcdfe dcddhhgfghg fed,cddhkhhhkhhh hhghkhggfghg fgfffgfffgfe ddffedfdccdf ffgffghghigf fdcdfedcddhh gfghgfed,cddhkhhhkhhhh hghkhggfghgfg fffgfffgfeddf fedfdccdfffgf fghghigffdcdf edcddhhgfghgf ed,cddhkhhhkhhhhh ghkhggfghgfgff fgfffgfeddffed fdccdfffgffghg higffdcdfedcdd hhgfghgfed,cddhkhhhkhhhhhg hkhggfghgfgfffg fffgfeddffedfdc cdfffgffghghigf fdcdfedcddhhgfg hgfed,cddhkhhhkhhhhhgh khggfghgfgfffgff fgfeddffedfdccdf ffgffghghigffdcd fedcddhhgfghgfed,cd dhkh hhkh hhh hg h khg gf g hgfgf ffgfffg f eddf fedf dcc df ffgf fgh gh igffd cdf ed cd dh hg fg hgf e d,cddh khhhk hh hh hgh kh ggfghgfgff fgfffgf eddffedfd ccd fffgffg hghi gffdc d fedcd dhh gf ghgf ed,cddhk hhhkhhhh hghkh ggfghgfg fffgf ffgfe ddf fed fdccdfffgf fghghigf fdcd fedcdd hhgfg hg fed
chant_080843,ddddff ddf fDfhghghkh hgfef gFfe dd dd ffgFd dddf f dcdc c dfgfghghkh efgf fedc dfedd,d dddf f ddf fD fh g hghkh h gf ef gF fe d d d d ffgF d dddf f d cd c c d fg f ghghkh ef g f fe dc d fe d d,d dddf f ddf fD fh g hg hkh h gf ef gF fe d d d d f fgF d dddf f d cd c c d fg f ghg hkh ef g f fe dc d fe d d,d d d d f f d d f f D f h g h g h k h h g f e f g F f e d d d d f f g F d d d d f f d c d c c d f g f g h g h k h e f g f f e d c d f e d d,dd dd ff dd ff Df hg hg hk hh gf ef gF fe dd dd ff gF dd dd ff dc dc cd fg fg hg hk he fg ff ed cd fe dd,ddd dff ddf fDf hgh ghk hhg fef gFf edd ddf fgF ddd dff dcd ccd fgf ghg hkh efg ffe dcd fed d,dddd ffdd ffDf hghg hkhh gfef gFfe dddd ffgF dddd ffdc dccd fgfg hghk hefg ffed cdfe dd,ddddf fddff Dfhgh ghkhh gfefg Ffedd ddffg Fdddd ffdcd ccdfg fghgh khefg ffedc dfedd,ddddff ddffDf hghghk hhgfef gFfedd ddffgF ddddff dcdccd fgfghg hkhefg ffedcd fedd,ddddffd dffDfhg hghkhhg fefgFfe ddddffg Fddddff dcdccdf gfghghk hefgffe dcdfedd,ddddffdd ffDfhghg hkhhgfef gFfedddd ffgFdddd ffdcdccd fgfghghk hefgffed cdfedd,ddddffddf fDfhghghk hhgfefgFf eddddffgF ddddffdcd ccdfgfghg hkhefgffe dcdfedd,ddddffddff Dfhghghkhh gfefgFfedd ddffgFdddd ffdcdccdfg fghghkhefg ffedcdfedd,ddddffddffD fhghghkhhgf efgFfeddddf fgFddddffdc dccdfgfghgh khefgffedcd fedd,ddddffddffDf hghghkhhgfef gFfeddddffgF ddddffdcdccd fgfghghkhefg ffedcdfedd,ddddffddffDfh ghghkhhgfefgF feddddffgFddd dffdcdccdfgfg hghkhefgffedc dfedd,ddddffddffDfhg hghkhhgfefgFfe ddddffgFddddff dcdccdfgfghghk hefgffedcdfedd,ddddffddffDfhgh ghkhhgfefgFfedd ddffgFddddffdcd ccdfgfghghkhefg ffedcdfedd,ddddffddffDfhghg hkhhgfefgFfedddd ffgFddddffdcdccd fgfghghkhefgffed cdfedd,dddd ff ddff Df hghg hk hhg fefgFf edd ddff gFd dd dffd cdc cdf g fghghk hefg f fe dcd fe d d,ddddf fddffDfh gh ghkhhgf efgF feddddf fgFdddd ffdcdc cdfgfg hg h khe fgffe dcdfe dd,ddddff ddffDfh ghghkhhg fefgF feddddffg Fdddd ffdcdc cdfgfghg hkhefgf fedcdf edd
chant_081310,cDdhih hhkh hhghihgg gfghg fgf ffegfe defedc cd ffgff f ffffef gfedd fghh h hh hhgfghg,cD dhi h h hk h h hghihgg g f g h g fg f f fe g fe defe dc cd ffg f f f f f f f ef g fe d d f gh h h h h h h g f gh g,cD dhi h h hk h h hg hihgg g f g h g fg f f fe g fe d efe dc cd ffg f f f f f f f ef g fe d d f gh h h h h h h g f gh g,c D d h i h h h k h h h g h i h g g g f g h g f g f f f e g f e d e f e d c c d f f g f f f f f f f e f g f e d d f g h h h h h h h g f g h g,cD dh ih hh kh hh gh ih gg gf gh gf gf ff eg fe de fe dc cd ff gf ff ff ff ef gf ed df gh hh hh hh gf gh g,cDd hih hhk hhh ghi hgg gfg hgf gff feg fed efe dcc dff gff fff ffe fgf edd fgh hhh hhh gfg hg,cDdh ihhh khhh ghih gggf ghgf gfff egfe defe dccd ffgf ffff ffef gfed dfgh hhhh hhgf ghg,cDdhi hhhkh hhghi hgggf ghgfg fffeg fedef edccd ffgff fffff efgfe ddfgh hhhhh hgfgh g,cDdhih hhkhhh ghihgg gfghgf gfffeg fedefe dccdff gfffff ffefgf eddfgh hhhhhh gfghg,cDdhihh hkhhhgh ihgggfg hgfgfff egfedef edccdff gffffff fefgfed dfghhhh hhhgfgh g,cDdhihhh khhhghih gggfghgf gfffegfe defedccd ffgfffff ffefgfed dfghhhhh hhgfghg,cDdhihhhk hhhghihgg gfghgfgff fegfedefe dccdffgff fffffefgf eddfghhhh hhhgfghg,cDdhihhhkh hhghihgggf ghgfgfffeg fedefedccd ffgfffffff efgfeddfgh hhhhhhgfgh g,cDdhihhhkhh hghihgggfgh gfgfffegfed efedccdffgf ffffffefgfe ddfghhhhhhh gfghg,cDdhihhhkhhh ghihgggfghgf gfffegfedefe dccdffgfffff ffefgfeddfgh hhhhhhgfghg,cDdhihhhkhhhg hihgggfghgfgf ffegfedefedcc dffgfffffffef gfeddfghhhhhh hgfghg,cDdhihhhkhhhgh ihgggfghgfgfff egfedefedccdff gfffffffefgfed dfghhhhhhhgfgh g,cDdhihhhkhhhghi hgggfghgfgfffeg fedefedccdffgff fffffefgfeddfgh hhhhhhgfghg,cDdhihhhkhhhghih gggfghgfgfffegfe defedccdffgfffff ffefgfeddfghhhhh hhgfghg,cDd hihh hkh hh ghihg ggf gh gf gfff egfed e fed ccd f f gfff ffff ef gfedd fghh hh hhh gf gh g,cDdh ihhhkhhhgh ihggg f ghgfg fffegfe defedc cdf fg fffff ffefgf eddfghh hhhhhgfg hg,cDdhihhh khhhg hihgggf ghgf gfffe gfede fedccd ffgfff ffffef gfeddfg hhhhhhh gfg hg
chant_083629,efgggF hk klkk kjh kkkJgfg g,e fg g gF h k kl k k k j h kk kJ g fg g,e fg g gF h k kl k k k j h kk kJ g fg g,e f g g g F h k k l k k k j h k k k J g f g g,ef gg gF hk kl kk kj hk kk Jg fg g,efg ggF hkk lkk kjh kkk Jgf gg,efgg gFhk klkk kjhk kkJg fgg,efggg Fhkkl kkkjh kkkJg fgg,efgggF hkklkk kjhkkk Jgfgg,efgggFh kklkkkj hkkkJgf gg,efgggFhk klkkkjhk kkJgfgg,efgggFhkk lkkkjhkkk Jgfgg,efgggFhkkl kkkjhkkkJg fgg,efgggFhkklk kkjhkkkJgfg g,efgggFhkklkk kjhkkkJgfgg,efgggFhkklkkk jhkkkJgfgg,efgggFhkklkkkj hkkkJgfgg,efgggFhkklkkkjh kkkJgfgg,efgggFhkklkkkjhk kkJgfgg,ef gggF hkk lk kk jhkk kJg fgg,efggg Fhkkl kkk jh kkkJ gfgg,efgggFhk klkkkj hkkkJgf gg
chant_084154,dddc de fedd edcdc fghh hg fg fec dfee d cdf ed ccddd fffdcd,d d d c d e f e d d e d c d c f gh h h g f g f ec d fe e d c d f ed c cd d d f f f d c d,d d d c d e f e d d e d c d c f gh h h g f g f ec d fe e d c d f ed c cd d d f f f d c d,d d d c d e f e d d e d c d c f g h h h g f g f e c d f e e d c d f e d c c d d d f f f d c d,dd dc de fe dd ed cd cf gh hh gf gf ec df ee dc df ed cc dd df ff dc d,ddd cde fed ded cdc fgh hhg fgf ecd fee dcd fed ccd ddf ffd cd,dddc defe dded cdcf ghhh gfgf ecdf eedc dfed ccdd dfff dcd,dddcd efedd edcdc fghhh gfgfe cdfee dcdfe dccdd dfffd cd,dddcde fedded cdcfgh hhgfgf ecdfee dcdfed ccdddf ffdcd,dddcdef eddedcd cfghhhg fgfecdf eedcdfe dccdddf ffdcd,dddcdefe ddedcdcf ghhhgfgf ecdfeedc dfedccdd dfffdcd,dddcdefed dedcdcfgh hhgfgfecd feedcdfed ccdddfffd cd,dddcdefedd edcdcfghhh gfgfecdfee dcdfedccdd dfffdcd,dddcdefedde dcdcfghhhgf gfecdfeedcd fedccdddfff dcd,dddcdefedded cdcfghhhgfgf ecdfeedcdfed ccdddfffdcd,dddcdefeddedc dcfghhhgfgfec dfeedcdfedccd ddfffdcd,dddcdefeddedcd cfghhhgfgfecdf eedcdfedccdddf ffdcd,dddcdefeddedcdc fghhhgfgfecdfee dcdfedccdddfffd cd,dddcdefeddedcdcf ghhhgfgfecdfeedc dfedccdddfffdcd,dddcdefed ded cd c fghhh gf gfec d feedcd fe dc cddd ff fdc d,ddd cd efed dedcd cfghh hgf gfec dfee dcdf edc cdddfff dcd,dddcd efedde dcdcfg hhhgf gfec dfee dcdfedc cdddfff dcd
