id,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_max_samples,param_max_features,param_max_depth,param_criterion,param_bootstrap,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,split2_train_precision_weighted,split3_train_precision_weighted,split4_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,split2_train_recall_weighted,split3_train_recall_weighted,split4_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
13,3.9436452388763428,0.7286885748349553,0.29424099922180175,0.08286555203842479,342,0.5151515151515151,0.8383838383838385,828,entropy,True,"{'n_estimators': 342, 'max_samples': 0.5151515151515151, 'max_features': 0.8383838383838385, 'max_depth': 828, 'criterion': 'entropy', 'bootstrap': True}",0.8771573604060914,0.867005076142132,0.9044715447154471,0.8780487804878049,0.8851626016260162,0.8823690726754982,0.01247559484046773,1,0.921005842011684,0.9260858521717044,0.920010157440325,0.9245810055865922,0.9195022854240731,0.9222370285268757,0.0026176809131405274,0.8785282285960896,0.8702754037964349,0.9082821017999242,0.8798487122210618,0.8878894117370753,0.884964771630117,0.012927738266704769,1,0.921223237981729,0.9276927180886958,0.9205175095671588,0.924855666845681,0.9203837383608429,0.9229345741688215,0.0028847241389238234,0.8771573604060914,0.867005076142132,0.9044715447154471,0.8780487804878049,0.8851626016260162,0.8823690726754982,0.01247559484046773,1,0.921005842011684,0.9260858521717044,0.920010157440325,0.9245810055865922,0.9195022854240731,0.9222370285268757,0.0026176809131405274,0.8767579952365173,0.8666586325446219,0.9041677200626576,0.8778280543272781,0.8854035251335549,0.882163185460926,0.012514790838645715,1,0.9210433223556638,0.9259523893122317,0.9200135694404532,0.9245736491276262,0.9194346671313414,0.9222035194734632,0.0025876638667831197
15,8.868706798553466,2.984395725980257,0.48249311447143556,0.05311085706718699,672,0.5404040404040404,0.7474747474747475,708,entropy,True,"{'n_estimators': 672, 'max_samples': 0.5404040404040404, 'max_features': 0.7474747474747475, 'max_depth': 708, 'criterion': 'entropy', 'bootstrap': True}",0.8771573604060914,0.867005076142132,0.907520325203252,0.8729674796747967,0.8861788617886179,0.8821658206429781,0.014131508943243703,2,0.9217678435356871,0.9273558547117094,0.9207719654647029,0.92534281361097,0.9220416455053326,0.9234560245656805,0.0024828711059264375,0.8794225965653899,0.8698257094882423,0.9111977004915884,0.8743231616774972,0.8891708940346783,0.8847880124514791,0.01468912912778924,2,0.9228899595219672,0.9289819940900275,0.9212234798513154,0.9256505871702075,0.9229558795237941,0.9243403800314625,0.002720178371290617,0.8771573604060914,0.867005076142132,0.907520325203252,0.8729674796747967,0.8861788617886179,0.8821658206429781,0.014131508943243703,2,0.9217678435356871,0.9273558547117094,0.9207719654647029,0.92534281361097,0.9220416455053326,0.9234560245656805,0.0024828711059264375,0.8767380684244016,0.8666280909086878,0.9071650254423271,0.8725282348684573,0.8864557796232496,0.8819030398534246,0.014190019865657509,2,0.9217376653909058,0.9272343360311308,0.9207600998190546,0.9253441781044959,0.9219991305206556,0.9234150819732486,0.002456651729006378
7,9.931546020507813,0.44465159632813234,0.6277961254119873,0.1816212685274337,704,0.6060606060606061,0.32323232323232326,946,gini,True,"{'n_estimators': 704, 'max_samples': 0.6060606060606061, 'max_features': 0.32323232323232326, 'max_depth': 946, 'criterion': 'gini', 'bootstrap': True}",0.8730964467005076,0.8629441624365483,0.8963414634146342,0.8739837398373984,0.8871951219512195,0.8787121868680616,0.011707065581132397,3,0.9248158496316993,0.9298958597917196,0.9235652615540884,0.9283900457084815,0.9235652615540884,0.9260464556480155,0.0026129434002271482,0.8753009056932246,0.8661021323497935,0.8979634695808624,0.8758228558705395,0.890368498498999,0.8811115723986838,0.011460320938993336,3,0.9260541126374436,0.9312651687575142,0.9243425709435961,0.9287015932673375,0.9245299048342078,0.92697867008802,0.002651143586165472,0.8730964467005076,0.8629441624365483,0.8963414634146342,0.8739837398373984,0.8871951219512195,0.8787121868680616,0.011707065581132397,3,0.9248158496316993,0.9298958597917196,0.9235652615540884,0.9283900457084815,0.9235652615540884,0.9260464556480155,0.0026129434002271482,0.872751293035378,0.8632202053717796,0.8957617800329283,0.8736346892208071,0.8875526091140152,0.8785841153549816,0.011576479683698774,3,0.9247854983309366,0.9297825070629694,0.923534131331931,0.9284178561471903,0.9235255154641945,0.9260091016674444,0.0026012139526932774
6,1.5428613662719726,0.1800686368775235,0.12680864334106445,0.004420682900100819,125,0.7272727272727273,0.16161616161616163,526,entropy,True,"{'n_estimators': 125, 'max_samples': 0.7272727272727273, 'max_features': 0.16161616161616163, 'max_depth': 526, 'criterion': 'entropy', 'bootstrap': True}",0.8710659898477158,0.8588832487309644,0.8963414634146342,0.8729674796747967,0.8861788617886179,0.8770874086913458,0.01294601006149972,4,0.9255778511557023,0.9306578613157226,0.9238191975622143,0.9296597257491113,0.9248349415947181,0.9269099154754938,0.0027291391954097862,0.8731430420259806,0.8617604813920352,0.8986915653587884,0.8748562478653741,0.888680915697946,0.8794264504680248,0.012878231363962907,6,0.9258126263930124,0.9320700455958375,0.9244529352051722,0.9300459150258886,0.925864045134559,0.927649113470894,0.002900482987582105,0.8710659898477158,0.8588832487309644,0.8963414634146342,0.8729674796747967,0.8861788617886179,0.8770874086913458,0.01294601006149972,4,0.9255778511557023,0.9306578613157226,0.9238191975622143,0.9296597257491113,0.9248349415947181,0.9269099154754938,0.0027291391954097862,0.8707896399993476,0.8590583081469637,0.8959431095512171,0.8726147919239521,0.8863949862814362,0.8769601671805833,0.012859254731029507,4,0.9256162843726522,0.9305516140148382,0.9238086978962351,0.9296916913559589,0.9247679377328301,0.9268872450745029,0.002715760524030209
9,11.065491867065429,0.515873988851953,0.9178818702697754,0.10580337851890731,853,0.7474747474747475,0.21212121212121213,373,gini,True,"{'n_estimators': 853, 'max_samples': 0.7474747474747475, 'max_features': 0.21212121212121213, 'max_depth': 373, 'criterion': 'gini', 'bootstrap': True}",0.8659898477157361,0.8659898477157361,0.8953252032520326,0.8699186991869918,0.8871951219512195,0.8768837439643431,0.012101881972231306,5,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8700649358000445,0.8685740631490191,0.8969156893225237,0.871596412387153,0.8899645138360005,0.8794231228989482,0.011693125874991987,7,0.9275614060489591,0.9327937822938276,0.9255383503251845,0.930430278472079,0.9265442798682643,0.9285736194016628,0.0026688053851862217,0.8659898477157361,0.8659898477157361,0.8953252032520326,0.8699186991869918,0.8871951219512195,0.8768837439643431,0.012101881972231306,5,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8657073112272426,0.8661581341876878,0.8947458348047824,0.8695151646060746,0.8874655065492789,0.8767183902750132,0.012042745492206448,5,0.9260629527610417,0.931052161398494,0.9245408025366222,0.930196288742833,0.9255338148782325,0.9274772040634446,0.002629565121436661
19,12.889107608795166,1.8018722451635778,1.030501365661621,0.2705018495033493,907,0.8080808080808082,0.8787878787878789,976,gini,True,"{'n_estimators': 907, 'max_samples': 0.8080808080808082, 'max_features': 0.8787878787878789, 'max_depth': 976, 'criterion': 'gini', 'bootstrap': True}",0.8710659898477158,0.8517766497461929,0.8963414634146342,0.8760162601626016,0.8861788617886179,0.8762758449919523,0.015020781117885358,6,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8752223134338868,0.8560833980154678,0.8996425040677815,0.8779545629392436,0.8890779378111539,0.8795961432535068,0.014604351213098164,5,0.9275994960537085,0.9328340115677833,0.9256530807837715,0.9305710032294086,0.9269223693356887,0.928715992194072,0.0026170297056163825,0.8710659898477158,0.8517766497461929,0.8963414634146342,0.8760162601626016,0.8861788617886179,0.8762758449919523,0.015020781117885358,6,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8707588627268119,0.8523267191597557,0.8962746878455343,0.8757309697027243,0.8864676632839001,0.8763117805437453,0.014887007955126586,6,0.9260605948257493,0.9310608041791986,0.9245518281217503,0.9302068685549238,0.9255531918742921,0.927486657511183,0.002629039376802056
1,12.676217174530029,1.041098015150363,1.1460614681243897,0.12921464874391572,800,0.9696969696969697,0.6464646464646465,588,gini,True,"{'n_estimators': 800, 'max_samples': 0.9696969696969697, 'max_features': 0.6464646464646465, 'max_depth': 588, 'criterion': 'gini', 'bootstrap': True}",0.867005076142132,0.8558375634517766,0.8963414634146342,0.8760162601626016,0.8861788617886179,0.8762758449919523,0.014173472940854156,6,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8718939886512939,0.8599227583470889,0.8996425040677815,0.8776879749783173,0.888966749066727,0.8796227950222416,0.013708885067560106,4,0.9273156309589925,0.9327707856133474,0.9254934324140527,0.9304987330721061,0.9268517695440915,0.9285860703205181,0.002659185794873509,0.867005076142132,0.8558375634517766,0.8963414634146342,0.8760162601626016,0.8861788617886179,0.8762758449919523,0.014173472940854156,6,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8659994672254001,0.8562810473743853,0.8962746878455343,0.8757149513881975,0.8863999339149853,0.8761340175497004,0.014199019616085861,7,0.9260189498595284,0.9310620548773276,0.924548070267589,0.9302133372314916,0.9255142237355274,0.9274713271942929,0.002641856516474056
17,7.23547592163086,0.9122009154827,0.39631004333496095,0.08611168745506376,450,0.7727272727272727,0.8383838383838385,328,gini,True,"{'n_estimators': 450, 'max_samples': 0.7727272727272727, 'max_features': 0.8383838383838385, 'max_depth': 328, 'criterion': 'gini', 'bootstrap': True}",0.868020304568528,0.8548223350253807,0.8963414634146342,0.8739837398373984,0.8861788617886179,0.8758693409269117,0.014377296965656308,8,0.9260858521717044,0.9311658623317247,0.9243270695784662,0.9299136617572372,0.92534281361097,0.9273670518900206,0.0026794286096463163,0.870205181471557,0.8591626221149152,0.8997288684564272,0.8761751874116279,0.8889802853462088,0.8788504289601473,0.014198804076816597,8,0.9264270264594993,0.932800314453605,0.9252895215226621,0.9303230255961579,0.926322901639368,0.9282325579342585,0.0028566641054356703,0.868020304568528,0.8548223350253807,0.8963414634146342,0.8739837398373984,0.8861788617886179,0.8758693409269117,0.014377296965656308,8,0.9260858521717044,0.9311658623317247,0.9243270695784662,0.9299136617572372,0.92534281361097,0.9273670518900206,0.0026794286096463163,0.867674484065257,0.855298893406898,0.8962504576991694,0.8737320596036751,0.8864409083286172,0.8758793606207232,0.014296953646516378,8,0.9261149370561796,0.9310553819073537,0.9243464122984612,0.9299365099568506,0.9252936987693519,0.9273493879976394,0.0026531182133744382
11,7.796628856658936,0.6399490133782743,0.663410997390747,0.07350155207382776,761,0.8333333333333334,0.8282828282828284,515,entropy,True,"{'n_estimators': 761, 'max_samples': 0.8333333333333334, 'max_features': 0.8282828282828284, 'max_depth': 515, 'criterion': 'entropy', 'bootstrap': True}",0.8700507614213198,0.8477157360406091,0.8953252032520326,0.875,0.8861788617886179,0.8748541125005158,0.016167253598724438,9,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8738823395899876,0.8520183904778249,0.8978599548935539,0.8767926169649451,0.8893634662334571,0.8779833536319537,0.015601293036882348,9,0.9274953620475539,0.9329226691027623,0.925536406390998,0.9305825606244491,0.9267975635793139,0.9286669123490153,0.0026999346787304496,0.8700507614213198,0.8477157360406091,0.8953252032520326,0.875,0.8861788617886179,0.8748541125005158,0.016167253598724438,9,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8695743890049266,0.8479596261659067,0.8951312453111371,0.8746654096993373,0.8865185414365176,0.874769842323565,0.01611465168254356,9,0.9260790829368367,0.9310532813023076,0.9245592420000132,0.930203955108079,0.9255319892675266,0.9274855101229527,0.0026258812088575723
3,3.2616132259368897,0.5038050200191031,0.22433385848999024,0.00383619855698277,229,0.9646464646464648,0.5555555555555556,418,entropy,True,"{'n_estimators': 229, 'max_samples': 0.9646464646464648, 'max_features': 0.5555555555555556, 'max_depth': 418, 'criterion': 'entropy', 'bootstrap': True}",0.8629441624365483,0.8507614213197969,0.8983739837398373,0.8729674796747967,0.8861788617886179,0.8742451817919195,0.016765705286614377,10,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.8668709063550659,0.854794690817575,0.9007742576461891,0.8746558111291393,0.8889798190142669,0.8772150969924472,0.016184372536977604,11,0.9262895218729299,0.9326168784476916,0.9252472201470734,0.9303728270646159,0.926671405841722,0.9282395706748066,0.0027902544370530294,0.8629441624365483,0.8507614213197969,0.8983739837398373,0.8729674796747967,0.8861788617886179,0.8742451817919195,0.016765705286614377,10,0.9260858521717044,0.9311658623317247,0.9245810055865922,0.9301675977653632,0.925596749619096,0.9275194134948961,0.002634215045595138,0.862138337280537,0.8509394692007527,0.8980649200207058,0.8725279455663698,0.886423871086554,0.8740189086309839,0.016781687806448745,11,0.9260999837686188,0.9310636038465379,0.924554526098437,0.9301903256792564,0.9255405768209107,0.9274898032427522,0.0026234254673577363
